"","CRN","all_time","all_days","Section","Seats","course_name","format.time","has.tba"
"3410",62410,"TBA|10:00 - 11:50 AM","NA|MW","001",0,"CRD 158","M 10:00 - 11:50 AM#W 10:00 - 11:50 AM",1
"3411",62411,"2:10 - 4:00 PM","MW","001",5,"CRD 245","M 2:10 - 4:00 PM#W 2:10 - 4:00 PM",0
"3412",62412,"12:10 - 1:30 PM|2:10 - 3:00 PM","TR|R","A01",0,"EDU 130","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#R 2:10 - 3:00 PM",0
"3413",62413,"11:00 - 11:50 AM|12:10 - 1:30 PM","R|TR","A02",0,"EDU 130","R 11:00 - 11:50 AM#T 12:10 - 1:30 PM#R 12:10 - 1:30 PM",0
"3414",62414,"12:10 - 1:30 PM|2:10 - 3:00 PM","TR|T","A01",0,"EDU 142","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#T 2:10 - 3:00 PM",0
"3415",62417,"10:30 - 11:50 AM","TR","001",1,"SPA 160","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"3416",62418,"12:10 - 2:00 PM","MW","001",6,"ECI 261","M 12:10 - 2:00 PM#W 12:10 - 2:00 PM",0
"3417",62420,"2:10 - 3:00 PM|12:10 - 1:00 PM","W|MWF","A01",0,"SPA 171","W 2:10 - 3:00 PM#M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM",0
"3418",62421,"12:10 - 1:00 PM|11:00 - 11:50 AM","MWF|R","A02",0,"SPA 171","M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM#R 11:00 - 11:50 AM",0
"3419",62422,"10:30 - 11:50 AM|5:10 - 6:00 PM","TR|T","A01",0,"ECN 103","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#T 5:10 - 6:00 PM",0
"3420",62423,"10:30 - 11:50 AM|6:10 - 7:00 PM","TR|T","A02",0,"ECN 103","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#T 6:10 - 7:00 PM",0
"3421",62424,"10:30 - 11:50 AM|5:10 - 6:00 PM","TR|R","A03",0,"ECN 103","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#R 5:10 - 6:00 PM",0
"3422",62425,"10:30 - 11:50 AM|6:10 - 7:00 PM","TR|R","A04",1,"ECN 103","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#R 6:10 - 7:00 PM",0
"3423",62426,"5:10 - 6:00 PM|1:40 - 3:00 PM","T|TR","A01",0,"ECN 121A","T 5:10 - 6:00 PM#T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",0
"3424",62427,"1:40 - 3:00 PM|6:10 - 7:00 PM","TR|T","A02",0,"ECN 121A","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM#T 6:10 - 7:00 PM",0
"3425",62428,"5:10 - 6:00 PM|1:40 - 3:00 PM","R|TR","A03",3,"ECN 121A","R 5:10 - 6:00 PM#T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",0
"3426",62429,"6:10 - 7:00 PM|1:40 - 3:00 PM","R|TR","A04",16,"ECN 121A","R 6:10 - 7:00 PM#T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",0
"3427",62430,"7:10 - 8:00 PM|1:40 - 3:00 PM","R|TR","A05",22,"ECN 121A","R 7:10 - 8:00 PM#T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",0
"3428",62431,"1:40 - 3:00 PM|8:10 - 9:00 PM","TR|R","A06",21,"ECN 121A","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM#R 8:10 - 9:00 PM",0
"3429",62432,"5:10 - 6:00 PM|9:00 - 9:50 AM","T|MWF","A01",0,"ECN 125","T 5:10 - 6:00 PM#M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM",0
"3430",62433,"6:10 - 7:00 PM|9:00 - 9:50 AM","T|MWF","A02",11,"ECN 125","T 6:10 - 7:00 PM#M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM",0
"3431",62434,"5:10 - 6:00 PM|9:00 - 9:50 AM","R|MWF","A03",12,"ECN 125","R 5:10 - 6:00 PM#M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM",0
"3432",62435,"6:10 - 7:00 PM|9:00 - 9:50 AM","R|MWF","A04",16,"ECN 125","R 6:10 - 7:00 PM#M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM",0
"3433",62436,"9:00 - 9:50 AM|6:10 - 7:00 PM","MWF|T","A01",7,"ECN 151A","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#T 6:10 - 7:00 PM",0
"3434",62437,"9:00 - 9:50 AM|7:10 - 8:00 PM","MWF|T","A02",29,"ECN 151A","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#T 7:10 - 8:00 PM",0
"3435",62438,"9:00 - 9:50 AM|6:10 - 7:00 PM","MWF|R","A03",26,"ECN 151A","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#R 6:10 - 7:00 PM",0
"3436",62439,"9:00 - 9:50 AM|7:10 - 8:00 PM","MWF|R","A04",30,"ECN 151A","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#R 7:10 - 8:00 PM",0
"3437",62440,"10:00 - 11:50 AM","MW","001",5,"ECN 250B","M 10:00 - 11:50 AM#W 10:00 - 11:50 AM",0
"3438",62441,"10:00 - 10:50 AM|2:10 - 4:00 PM","F|TR","A01",0,"NAS 123","F 10:00 - 10:50 AM#T 2:10 - 4:00 PM#R 2:10 - 4:00 PM",0
"3439",62442,"10:30 - 11:50 AM","TR","001",0,"NAS 161","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"3440",62443,"4:10 - 6:00 PM","MW","001",0,"NAS 184","M 4:10 - 6:00 PM#W 4:10 - 6:00 PM",0
"3441",62445,"2:10 - 5:00 PM","M","001",8,"NAS 202","M 2:10 - 5:00 PM",0
"3442",62446,"2:10 - 5:00 PM","W","001",3,"NAS 224","W 2:10 - 5:00 PM",0
"3443",62447,"2:10 - 5:00 PM","R","001",5,"NAS 280","R 2:10 - 5:00 PM",0
"3444",62448,"9:00 - 10:30 AM","TR","001",39,"MCB 185","T 9:00 - 10:30 AM#R 9:00 - 10:30 AM",0
"3445",62449,"TBA|TBA","NA|NA","001",12,"ECN 001AV","",1
"3446",62450,"1:40 - 3:00 PM","TR","002",59,"MIC 102","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",0
"3447",62451,"2:10 - 4:00 PM","MW","001",5,"GEO 245","M 2:10 - 4:00 PM#W 2:10 - 4:00 PM",0
"3448",62452,"12:10 - 1:00 PM|9:00 - 10:20 AM","F|TR","A16",11,"HIS 017B","F 12:10 - 1:00 PM#T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"3449",62453,"1:10 - 2:00 PM|9:00 - 10:20 AM","F|TR","A17",8,"HIS 017B","F 1:10 - 2:00 PM#T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"3450",62455,"5:10 - 8:00 PM|5:10 - 6:00 PM|10:30 - 11:50 AM","M|R|TR","A01",1,"STS 040A","M 5:10 - 8:00 PM#R 5:10 - 6:00 PM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"3451",62456,"5:10 - 8:00 PM|6:10 - 7:00 PM|10:30 - 11:50 AM","M|R|TR","A02",5,"STS 040A","M 5:10 - 8:00 PM#R 6:10 - 7:00 PM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"3452",62457,"3:10 - 4:30 PM","MW","001",0,"STS 160","M 3:10 - 4:30 PM#W 3:10 - 4:30 PM",0
"3453",62458,"10:30 - 11:50 AM|5:10 - 8:00 PM","MW|M","001",33,"STS 162","M 10:30 - 11:50 AM#W 10:30 - 11:50 AM#M 5:10 - 8:00 PM",0
"3454",62459,"1:10 - 4:00 PM","R","001",8,"STS 210","R 1:10 - 4:00 PM",0
"3455",62460,"2:10 - 3:00 PM|TBA","W|NA","A01",0,"CMN 101Y","W 2:10 - 3:00 PM",1
"3456",62461,"3:10 - 4:00 PM|TBA","W|NA","A02",0,"CMN 101Y","W 3:10 - 4:00 PM",1
"3457",62463,"4:10 - 5:00 PM|TBA","W|NA","A03",0,"CMN 101Y","W 4:10 - 5:00 PM",1
"3458",62464,"5:10 - 6:00 PM|TBA","W|NA","A04",0,"CMN 101Y","W 5:10 - 6:00 PM",1
"3459",62465,"3:10 - 4:30 PM|10:00 - 10:50 AM","TR|W","A02",0,"HIS 018B","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM#W 10:00 - 10:50 AM",0
"3460",62466,"3:10 - 4:30 PM|11:00 - 11:50 AM","TR|W","A03",1,"HIS 018B","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM#W 11:00 - 11:50 AM",0
"3461",62468,"10:00 - 11:50 AM","MW","001",14,"CMN 132","M 10:00 - 11:50 AM#W 10:00 - 11:50 AM",0
"3462",62470,"2:10 - 3:00 PM|3:10 - 4:30 PM","R|TR","A06",0,"HIS 018B","R 2:10 - 3:00 PM#T 3:10 - 4:30 PM#R 3:10 - 4:30 PM",0
"3463",62471,"10:00 - 11:50 AM","TR","001",0,"CMN 136","T 10:00 - 11:50 AM#R 10:00 - 11:50 AM",0
"3464",62472,"9:00 - 10:20 AM","TR","001",6,"CMN 143","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"3465",62473,"TBA","NA","001",0,"CMN 147","TBA",1
"3466",62474,"12:10 - 2:00 PM","MW","001",0,"CMN 149","M 12:10 - 2:00 PM#W 12:10 - 2:00 PM",0
"3467",62475,"4:40 - 6:00 PM","TR","001",0,"CMN 161","T 4:40 - 6:00 PM#R 4:40 - 6:00 PM",0
"3468",62476,"1:10 - 5:00 PM","M","001",5,"CMN 210","M 1:10 - 5:00 PM",0
"3469",62477,"2:10 - 6:00 PM","T","001",11,"CMN 221","T 2:10 - 6:00 PM",0
"3470",62478,"9:00 - 12:50 PM","W","001",15,"CMN 244","W 9:00 - 12:50 PM",0
"3471",62479,"3:10 - 6:00 PM|TBA","F|NA","001",2,"HIS 203C","F 3:10 - 6:00 PM",1
"3472",62480,"9:00 - 11:50 AM","M","001",1,"CMN 255","M 9:00 - 11:50 AM",0
"3473",62481,"2:10 - 5:00 PM","R","001",8,"CMN 259","R 2:10 - 5:00 PM",0
"3474",62482,"4:10 - 7:00 PM","M","001",0,"EDU 215","M 4:10 - 7:00 PM",0
"3475",62483,"10:00 - 11:50 AM","TR","001",8,"ARE 214","T 10:00 - 11:50 AM#R 10:00 - 11:50 AM",0
"3476",62484,"12:10 - 1:30 PM","TR","001",0,"HDE 104","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM",0
"3477",62485,"9:00 - 10:20 AM","TR","001",0,"HDE 111","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"3478",62486,"3:10 - 4:00 PM|1:40 - 3:00 PM","F|TR","A01",0,"CMN 120","F 3:10 - 4:00 PM#T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",0
"3479",62487,"4:10 - 5:00 PM|1:40 - 3:00 PM","F|TR","A02",0,"CMN 120","F 4:10 - 5:00 PM#T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",0
"3480",62488,"1:40 - 3:00 PM|5:10 - 6:00 PM","TR|F","A03",0,"CMN 120","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM#F 5:10 - 6:00 PM",0
"3481",62489,"1:40 - 3:00 PM|6:10 - 7:00 PM","TR|F","A04",0,"CMN 120","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM#F 6:10 - 7:00 PM",0
"3482",62490,"10:30 - 11:50 AM","TR","001",15,"CMN 145","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"3483",62492,"10:00 - 11:50 AM","TR","001",8,"ECN 214","T 10:00 - 11:50 AM#R 10:00 - 11:50 AM",0
"3484",62495,"9:00 - 10:20 AM|4:10 - 5:00 PM","TR|T","A01",0,"POL 004","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM#T 4:10 - 5:00 PM",0
"3485",62498,"9:00 - 10:20 AM|5:10 - 6:00 PM","TR|T","A02",0,"POL 004","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM#T 5:10 - 6:00 PM",0
"3486",62500,"9:00 - 10:20 AM|2:10 - 3:00 PM","TR|R","A03",0,"POL 004","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM#R 2:10 - 3:00 PM",0
"3487",62501,"9:00 - 10:20 AM|3:10 - 4:00 PM","TR|R","A04",0,"POL 004","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM#R 3:10 - 4:00 PM",0
"3488",62502,"10:00 - 11:20 AM|11:30 - 11:50 AM","MW|MW","001",0,"POL 051","M 10:00 - 11:20 AM#W 10:00 - 11:20 AM#M 11:30 - 11:50 AM#W 11:30 - 11:50 AM",0
"3489",62505,"10:00 - 11:20 AM|3:10 - 4:00 PM","MW|M","001",4,"EBS 161","M 10:00 - 11:20 AM#W 10:00 - 11:20 AM#M 3:10 - 4:00 PM",0
"3490",62506,"8:00 - 9:20 AM|9:30 - 9:50 AM","MW|MW","001",0,"ANT 002","M 8:00 - 9:20 AM#W 8:00 - 9:20 AM#M 9:30 - 9:50 AM#W 9:30 - 9:50 AM",0
"3491",62507,"TBA","NA","004",4,"ENL 003A","TBA",1
"3492",62508,"12:10 - 1:30 PM|1:40 - 2:00 PM","MW|MW","001",0,"POL 100","M 12:10 - 1:30 PM#W 12:10 - 1:30 PM#M 1:40 - 2:00 PM#W 1:40 - 2:00 PM",0
"3493",62509,"TBA|8:00 - 8:50 AM","NA|MWF","001",0,"POL 105","M 8:00 - 8:50 AM#W 8:00 - 8:50 AM#F 8:00 - 8:50 AM",1
"3494",62510,"TBA|1:40 - 3:00 PM","NA|TR","001",0,"POL 116","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",1
"3495",62511,"10:30 - 11:50 AM|TBA","TR|NA","001",0,"POL 118A","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",1
"3496",62512,"11:00 - 12:20 PM|TBA","MW|NA","001",18,"EEC 273","M 11:00 - 12:20 PM#W 11:00 - 12:20 PM",1
"3497",62513,"10:30 - 11:50 AM","TR","001",0,"PHI 013","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"3498",62514,"10:30 - 11:50 AM|TBA","TR|NA","001",0,"SPA 159","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",1
"3499",62515,"6:10 - 7:00 PM|10:30 - 11:50 AM","M|TR","A01",0,"PHI 013G","M 6:10 - 7:00 PM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"3500",62516,"7:10 - 8:00 PM|10:30 - 11:50 AM","M|TR","A02",0,"PHI 013G","M 7:10 - 8:00 PM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"3501",62517,"6:10 - 7:00 PM|10:30 - 11:50 AM","W|TR","A03",0,"PHI 013G","W 6:10 - 7:00 PM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"3502",62518,"10:30 - 11:50 AM|7:10 - 8:00 PM","TR|W","A04",0,"PHI 013G","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#W 7:10 - 8:00 PM",0
"3503",62521,"10:00 - 11:50 AM","MW","001",0,"PHI 111","M 10:00 - 11:50 AM#W 10:00 - 11:50 AM",0
"3504",62522,"1:40 - 3:00 PM","TR","001",0,"PHI 115","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",0
"3505",62524,"4:40 - 6:00 PM","TR","001",7,"PHI 189D","T 4:40 - 6:00 PM#R 4:40 - 6:00 PM",0
"3506",62525,"3:10 - 4:30 PM|TBA","TR|NA","001",0,"POL 140A","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM",1
"3507",62526,"3:10 - 6:00 PM","M","001",14,"PHI 202","M 3:10 - 6:00 PM",0
"3508",62527,"3:10 - 6:00 PM","T","001",17,"PHI 203","T 3:10 - 6:00 PM",0
"3509",62528,"3:10 - 6:00 PM","W","001",9,"PHI 290","W 3:10 - 6:00 PM",0
"3510",62529,"4:10 - 5:30 PM|5:40 - 6:00 PM","TR|TR","001",0,"POL 142A","T 4:10 - 5:30 PM#R 4:10 - 5:30 PM#T 5:40 - 6:00 PM#R 5:40 - 6:00 PM",0
"3511",62530,"TBA|3:10 - 4:30 PM","NA|TR","001",0,"POL 144B","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM",1
"3512",62531,"TBA|9:00 - 10:20 AM","NA|TR","001",0,"POL 147C","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",1
"3513",62532,"6:10 - 7:30 PM|7:40 - 8:00 PM","MW|MW","001",0,"POL 147D","M 6:10 - 7:30 PM#W 6:10 - 7:30 PM#M 7:40 - 8:00 PM#W 7:40 - 8:00 PM",0
"3514",62533,"2:10 - 3:30 PM|3:40 - 4:00 PM","MW|MW","001",0,"POL 155","M 2:10 - 3:30 PM#W 2:10 - 3:30 PM#M 3:40 - 4:00 PM#W 3:40 - 4:00 PM",0
"3515",62535,"10:00 - 11:20 AM|11:30 - 11:50 AM","MW|MW","001",23,"POL 164","M 10:00 - 11:20 AM#W 10:00 - 11:20 AM#M 11:30 - 11:50 AM#W 11:30 - 11:50 AM",0
"3516",62536,"12:10 - 1:30 PM|TBA","TR|NA","001",0,"POL 176","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM",1
"3517",62537,"3:10 - 4:30 PM|5:10 - 8:00 PM|4:40 - 5:00 PM","TR|T|TR","001",6,"EEC 132C","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM#T 5:10 - 8:00 PM#T 4:40 - 5:00 PM#R 4:40 - 5:00 PM",0
"3518",62539,"6:10 - 7:30 PM","MW","001",18,"EEC 232A","M 6:10 - 7:30 PM#W 6:10 - 7:30 PM",0
"3519",62540,"8:00 - 9:20 AM","TR","001",16,"EEC 234C","T 8:00 - 9:20 AM#R 8:00 - 9:20 AM",0
"3520",62541,"4:10 - 5:30 PM","MW","001",14,"EEC 238","M 4:10 - 5:30 PM#W 4:10 - 5:30 PM",0
"3521",62543,"3:10 - 4:30 PM","TR","001",10,"EEC 252","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM",0
"3522",62544,"9:00 - 10:20 AM","TR","001",17,"EEC 269B","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"3523",62545,"12:40 - 2:30 PM","TR","001",11,"EEC 272","T 12:40 - 2:30 PM#R 12:40 - 2:30 PM",0
"3524",62546,"TBA|6:10 - 7:30 PM","NA|TR","001",14,"EEC 283","T 6:10 - 7:30 PM#R 6:10 - 7:30 PM",1
"3525",62547,"10:30 - 12:20 PM","TR","001",15,"EEC 284","T 10:30 - 12:20 PM#R 10:30 - 12:20 PM",0
"3526",62550,"10:30 - 11:50 AM|5:10 - 8:00 PM","TR|W","001",8,"EEC 111","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#W 5:10 - 8:00 PM",0
"3527",62551,"2:10 - 3:30 PM|9:00 - 11:50 AM","TR|F","001",0,"EEC 113","T 2:10 - 3:30 PM#R 2:10 - 3:30 PM#F 9:00 - 11:50 AM",0
"3528",62552,"5:10 - 8:00 PM|10:30 - 11:50 AM","M|TR","001",5,"EEC 118","M 5:10 - 8:00 PM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"3529",62553,"10:30 - 11:50 AM|5:10 - 8:00 PM","TR|R","002",15,"EEC 118","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#R 5:10 - 8:00 PM",0
"3530",62554,"1:10 - 2:00 PM","MWF","001",13,"VEN 210","M 1:10 - 2:00 PM#W 1:10 - 2:00 PM#F 1:10 - 2:00 PM",0
"3531",62555,"11:00 - 11:50 AM","MWF","001",12,"VEN 235","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM",0
"3532",62557,"1:10 - 4:00 PM|10:00 - 10:50 AM","M|MW","A01",0,"PLB 119","M 1:10 - 4:00 PM#M 10:00 - 10:50 AM#W 10:00 - 10:50 AM",0
"3533",62558,"1:10 - 4:00 PM|10:00 - 10:50 AM","W|MW","A02",-1,"PLB 119","W 1:10 - 4:00 PM#M 10:00 - 10:50 AM#W 10:00 - 10:50 AM",0
"3534",62560,"2:10 - 3:00 PM","MW","001",0,"ANT 029","M 2:10 - 3:00 PM#W 2:10 - 3:00 PM",0
"3535",62561,"5:40 - 6:00 PM|4:10 - 5:30 PM","TR|TR","001",0,"ANT 122A","T 5:40 - 6:00 PM#R 5:40 - 6:00 PM#T 4:10 - 5:30 PM#R 4:10 - 5:30 PM",0
"3536",62562,"1:40 - 2:00 PM|12:10 - 1:30 PM","MW|MW","001",0,"ANT 174","M 1:40 - 2:00 PM#W 1:40 - 2:00 PM#M 12:10 - 1:30 PM#W 12:10 - 1:30 PM",0
"3537",62563,"TBA|TBA","NA|NA","001",6,"ANT 182","",1
"3538",62564,"10:00 - 11:50 AM","MW","001",0,"ANT 121","M 10:00 - 11:50 AM#W 10:00 - 11:50 AM",0
"3539",62565,"11:00 - 11:50 AM|1:10 - 4:00 PM","MWF|MW","001",1,"PLB 108","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#M 1:10 - 4:00 PM#W 1:10 - 4:00 PM",0
"3540",62566,"9:00 - 11:50 AM","T","001",4,"POL 223","T 9:00 - 11:50 AM",0
"3541",62567,"12:10 - 3:00 PM","T","001",7,"POL 274","T 12:10 - 3:00 PM",0
"3542",62568,"6:10 - 7:00 PM|10:00 - 10:50 AM","R|MWF","A03",0,"PHI 031","R 6:10 - 7:00 PM#M 10:00 - 10:50 AM#W 10:00 - 10:50 AM#F 10:00 - 10:50 AM",0
"3543",62572,"6:10 - 7:00 PM|9:00 - 10:20 AM","W|TR","A07",0,"SOC 003","W 6:10 - 7:00 PM#T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"3544",62573,"7:10 - 8:00 PM|10:00 - 10:50 AM","R|MWF","A04",0,"PHI 031","R 7:10 - 8:00 PM#M 10:00 - 10:50 AM#W 10:00 - 10:50 AM#F 10:00 - 10:50 AM",0
"3545",62574,"9:00 - 10:20 AM|7:10 - 8:00 PM","TR|W","A08",0,"SOC 003","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM#W 7:10 - 8:00 PM",0
"3546",62575,"6:10 - 7:00 PM|10:00 - 10:50 AM","F|MWF","A05",13,"PHI 031","F 6:10 - 7:00 PM#M 10:00 - 10:50 AM#W 10:00 - 10:50 AM#F 10:00 - 10:50 AM",0
"3547",62576,"7:10 - 8:00 PM|10:00 - 10:50 AM","F|MWF","A06",19,"PHI 031","F 7:10 - 8:00 PM#M 10:00 - 10:50 AM#W 10:00 - 10:50 AM#F 10:00 - 10:50 AM",0
"3548",62579,"11:00 - 11:50 AM|6:10 - 7:00 PM","MWF|F","A05",0,"PHI 005","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#F 6:10 - 7:00 PM",0
"3549",62580,"11:00 - 11:50 AM|7:10 - 8:00 PM","MWF|F","A06",0,"PHI 005","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#F 7:10 - 8:00 PM",0
"3550",62581,"12:10 - 3:00 PM","M","001",5,"POL 290G","M 12:10 - 3:00 PM",0
"3551",62582,"TBA|TBA","NA|NA","A02",0,"ECS 171","",1
"3552",62583,"TBA|TBA","NA|NA","A03",0,"ECS 171","",1
"3553",62585,"1:40 - 3:00 PM","TR","001",16,"CHI 030","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",0
"3554",62586,"3:10 - 4:30 PM|9:00 - 9:50 AM","TR|M","A01",0,"SOC 004","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM#M 9:00 - 9:50 AM",0
"3555",62587,"11:00 - 11:50 AM|5:10 - 6:30 PM","R|TR","A01",1,"CHI 040","R 11:00 - 11:50 AM#T 5:10 - 6:30 PM#R 5:10 - 6:30 PM",0
"3556",62588,"TBA|TBA","NA|NA","A02",0,"ECS 170","",1
"3557",62589,"1:00 - 1:50 PM|5:10 - 6:30 PM","R|TR","A02",0,"CHI 040","R 1:00 - 1:50 PM#T 5:10 - 6:30 PM#R 5:10 - 6:30 PM",0
"3558",62590,"TBA|TBA","NA|NA","A03",0,"ECS 170","",1
"3559",62591,"3:10 - 7:00 PM|4:10 - 5:00 PM","W|R","A01",0,"CHI 065","W 3:10 - 7:00 PM#R 4:10 - 5:00 PM",0
"3560",62592,"5:10 - 6:00 PM|3:10 - 7:00 PM","R|W","A02",4,"CHI 065","R 5:10 - 6:00 PM#W 3:10 - 7:00 PM",0
"3561",62593,"10:30 - 11:50 AM","TR","001",0,"CHI 130","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"3562",62594,"12:10 - 1:30 PM","TR","001",4,"CHI 141","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM",0
"3563",62596,"10:00 - 10:50 AM|3:10 - 4:30 PM","M|TR","A02",0,"SOC 004","M 10:00 - 10:50 AM#T 3:10 - 4:30 PM#R 3:10 - 4:30 PM",0
"3564",62597,"3:10 - 4:30 PM|9:00 - 9:50 AM","TR|W","A03",1,"SOC 004","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM#W 9:00 - 9:50 AM",0
"3565",62598,"1:40 - 2:00 PM|12:10 - 1:30 PM","TR|TR","001",24,"ANT 127","T 1:40 - 2:00 PM#R 1:40 - 2:00 PM#T 12:10 - 1:30 PM#R 12:10 - 1:30 PM",0
"3566",62599,"3:40 - 4:00 PM|2:10 - 3:30 PM","TR|TR","001",0,"ANT 133","T 3:40 - 4:00 PM#R 3:40 - 4:00 PM#T 2:10 - 3:30 PM#R 2:10 - 3:30 PM",0
"3567",62600,"10:00 - 10:50 AM|3:10 - 4:30 PM","W|TR","A04",0,"SOC 004","W 10:00 - 10:50 AM#T 3:10 - 4:30 PM#R 3:10 - 4:30 PM",0
"3568",62601,"11:30 - 11:50 AM|10:00 - 11:20 AM","TR|TR","001",0,"ANT 134","T 11:30 - 11:50 AM#R 11:30 - 11:50 AM#T 10:00 - 11:20 AM#R 10:00 - 11:20 AM",0
"3569",62603,"1:40 - 2:00 PM|12:10 - 1:30 PM","MW|MW","001",13,"ANT 136","M 1:40 - 2:00 PM#W 1:40 - 2:00 PM#M 12:10 - 1:30 PM#W 12:10 - 1:30 PM",0
"3570",62606,"5:10 - 6:00 PM|1:40 - 3:00 PM","T|TR","A01",0,"ANT 139BN","T 5:10 - 6:00 PM#T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",0
"3571",62608,"1:40 - 3:00 PM|6:10 - 7:00 PM","TR|T","A02",0,"ANT 139BN","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM#T 6:10 - 7:00 PM",0
"3572",62609,"TBA|TBA","NA|NA","A01",0,"SOC 006","",1
"3573",62610,"10:30 - 11:50 AM|3:10 - 4:00 PM","TR|R","A01",2,"ANT 126A","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#R 3:10 - 4:00 PM",0
"3574",62611,"10:30 - 11:50 AM|4:10 - 5:00 PM","TR|R","A02",18,"ANT 126A","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#R 4:10 - 5:00 PM",0
"3575",62612,"TBA|TBA","NA|NA","A02",0,"SOC 006","",1
"3576",62613,"TBA|TBA","NA|NA","A03",0,"SOC 006","",1
"3577",62615,"TBA|TBA","NA|NA","A04",0,"SOC 006","",1
