"","CRN","Time","Days","SEC","Seats","Course Location"
"1001","34299","11:00 - 11:50 AM","R","A07","0","BIS 002CREMOTE TBA"
"1002","34299","6:10 - 9:00 PM","T","A07","0","BIS 002CREMOTE TBA"
"1003","34300","11:00 - 11:50 AM","R","A08","0","BIS 002CREMOTE TBA"
"1004","34300","6:10 - 9:00 PM","T","A08","0","BIS 002CREMOTE TBA"
"1005","34300","11:00 - 11:50 AM","MWF","A08","0","BIS 002CREMOTE TBA"
"1006","34301","11:00 - 11:50 AM","MWF","A09","0","BIS 002CREMOTE TBA"
"1007","34301","11:00 - 11:50 AM","R","A09","0","BIS 002CREMOTE TBA"
"1008","34301","1:10 - 4:00 PM","W","A09","0","BIS 002CREMOTE TBA"
"1009","34302","11:00 - 11:50 AM","MWF","A10","0","BIS 002CREMOTE TBA"
"1010","34302","11:00 - 11:50 AM","R","A10","0","BIS 002CREMOTE TBA"
"1011","34302","1:10 - 4:00 PM","W","A10","0","BIS 002CREMOTE TBA"
"1012","34303","11:00 - 11:50 AM","MWF","A11","0","BIS 002CREMOTE TBA"
"1013","34303","11:00 - 11:50 AM","R","A11","0","BIS 002CREMOTE TBA"
"1014","34303","1:10 - 4:00 PM","W","A11","0","BIS 002CREMOTE TBA"
"1015","34304","11:00 - 11:50 AM","MWF","A12","0","BIS 002CREMOTE TBA"
"1016","34304","11:00 - 11:50 AM","R","A12","0","BIS 002CREMOTE TBA"
"1017","34304","1:10 - 4:00 PM","W","A12","0","BIS 002CREMOTE TBA"
"1018","34305","11:00 - 11:50 AM","MWF","A13","0","BIS 002CREMOTE TBA"
"1019","34305","11:00 - 11:50 AM","R","A13","0","BIS 002CREMOTE TBA"
"1020","34305","5:10 - 8:00 PM","W","A13","0","BIS 002CREMOTE TBA"
"1021","34306","11:00 - 11:50 AM","MWF","A14","0","BIS 002CREMOTE TBA"
"1022","34306","11:00 - 11:50 AM","R","A14","0","BIS 002CREMOTE TBA"
"1023","34306","5:10 - 8:00 PM","W","A14","0","BIS 002CREMOTE TBA"
"1024","34307","11:00 - 11:50 AM","MWF","A15","0","BIS 002CREMOTE TBA"
"1025","34307","11:00 - 11:50 AM","R","A15","0","BIS 002CREMOTE TBA"
"1026","34307","1:10 - 4:00 PM","R","A15","0","BIS 002CREMOTE TBA"
"1027","34308","11:00 - 11:50 AM","MWF","A16","0","BIS 002CREMOTE TBA"
"1028","34308","11:00 - 11:50 AM","R","A16","0","BIS 002CREMOTE TBA"
"1029","34308","1:10 - 4:00 PM","R","A16","0","BIS 002CREMOTE TBA"
"1030","34309","11:00 - 11:50 AM","MWF","A17","0","BIS 002CREMOTE TBA"
"1031","34309","11:00 - 11:50 AM","R","A17","0","BIS 002CREMOTE TBA"
"1032","34309","1:10 - 4:00 PM","R","A17","0","BIS 002CREMOTE TBA"
"1033","34310","11:00 - 11:50 AM","MWF","A18","0","BIS 002CREMOTE TBA"
"1034","34310","11:00 - 11:50 AM","R","A18","0","BIS 002CREMOTE TBA"
"1035","34310","1:10 - 4:00 PM","R","A18","0","BIS 002CREMOTE TBA"
"1036","34311","11:00 - 11:50 AM","MWF","A19","0","BIS 002CREMOTE TBA"
"1037","34311","11:00 - 11:50 AM","R","A19","0","BIS 002CREMOTE TBA"
"1038","34311","5:10 - 8:00 PM","R","A19","0","BIS 002CREMOTE TBA"
"1039","34312","11:00 - 11:50 AM","MWF","A20","0","BIS 002CREMOTE TBA"
"1040","34312","11:00 - 11:50 AM","R","A20","0","BIS 002CREMOTE TBA"
"1041","34312","5:10 - 8:00 PM","R","A20","0","BIS 002CREMOTE TBA"
"1042","34313","8:00 - 10:50 AM","T","B01","0","BIS 002CREMOTE TBA"
"1043","34313","12:10 - 1:00 PM","MWF","B01","0","BIS 002CREMOTE TBA"
"1044","34313","12:10 - 1:00 PM","R","B01","0","BIS 002CREMOTE TBA"
"1045","34314","8:00 - 10:50 AM","T","B02","0","BIS 002CREMOTE TBA"
"1046","34314","12:10 - 1:00 PM","MWF","B02","0","BIS 002CREMOTE TBA"
"1047","34314","12:10 - 1:00 PM","R","B02","0","BIS 002CREMOTE TBA"
"1048","34315","11:00 - 1:50 PM","T","B03","0","BIS 002CREMOTE TBA"
"1049","34315","12:10 - 1:00 PM","MWF","B03","0","BIS 002CREMOTE TBA"
"1050","34315","12:10 - 1:00 PM","R","B03","0","BIS 002CREMOTE TBA"
"1051","34316","11:00 - 1:50 PM","T","B04","0","BIS 002CREMOTE TBA"
"1052","34316","12:10 - 1:00 PM","MWF","B04","0","BIS 002CREMOTE TBA"
"1053","34316","12:10 - 1:00 PM","R","B04","0","BIS 002CREMOTE TBA"
"1054","34317","12:10 - 1:00 PM","MWF","B05","0","BIS 002CREMOTE TBA"
"1055","34317","12:10 - 1:00 PM","R","B05","0","BIS 002CREMOTE TBA"
"1056","34317","2:30 - 5:20 PM","T","B05","0","BIS 002CREMOTE TBA"
"1057","34318","12:10 - 1:00 PM","MWF","B06","0","BIS 002CREMOTE TBA"
"1058","34318","12:10 - 1:00 PM","R","B06","0","BIS 002CREMOTE TBA"
"1059","34318","2:30 - 5:20 PM","T","B06","0","BIS 002CREMOTE TBA"
"1060","34319","12:10 - 1:00 PM","MWF","B07","0","BIS 002CREMOTE TBA"
"1061","34319","12:10 - 1:00 PM","R","B07","0","BIS 002CREMOTE TBA"
"1062","34319","6:10 - 9:00 PM","T","B07","0","BIS 002CREMOTE TBA"
"1063","34320","12:10 - 1:00 PM","MWF","B08","0","BIS 002CREMOTE TBA"
"1064","34320","12:10 - 1:00 PM","R","B08","0","BIS 002CREMOTE TBA"
"1065","34320","6:10 - 9:00 PM","T","B08","0","BIS 002CREMOTE TBA"
"1066","34321","12:10 - 1:00 PM","R","B09","0","BIS 002CREMOTE TBA"
"1067","34321","9:00 - 11:50 AM","W","B09","0","BIS 002CREMOTE TBA"
"1068","34321","12:10 - 1:00 PM","MWF","B09","0","BIS 002CREMOTE TBA"
"1069","34322","9:00 - 11:50 AM","W","B10","0","BIS 002CREMOTE TBA"
"1070","34322","12:10 - 1:00 PM","MWF","B10","0","BIS 002CREMOTE TBA"
"1071","34322","12:10 - 1:00 PM","R","B10","0","BIS 002CREMOTE TBA"
"1072","34323","9:00 - 11:50 AM","W","B11","0","BIS 002CREMOTE TBA"
"1073","34323","12:10 - 1:00 PM","MWF","B11","0","BIS 002CREMOTE TBA"
"1074","34323","12:10 - 1:00 PM","R","B11","0","BIS 002CREMOTE TBA"
"1075","34324","9:00 - 11:50 AM","W","B12","0","BIS 002CREMOTE TBA"
"1076","34324","12:10 - 1:00 PM","MWF","B12","0","BIS 002CREMOTE TBA"
"1077","34324","12:10 - 1:00 PM","R","B12","0","BIS 002CREMOTE TBA"
"1078","34325","12:10 - 1:00 PM","MWF","B13","0","BIS 002CREMOTE TBA"
"1079","34325","12:10 - 1:00 PM","R","B13","0","BIS 002CREMOTE TBA"
"1080","34325","5:10 - 8:00 PM","W","B13","0","BIS 002CREMOTE TBA"
"1081","34326","12:10 - 1:00 PM","MWF","B14","0","BIS 002CREMOTE TBA"
"1082","34326","12:10 - 1:00 PM","R","B14","0","BIS 002CREMOTE TBA"
"1083","34326","5:10 - 8:00 PM","W","B14","0","BIS 002CREMOTE TBA"
"1084","34327","9:00 - 11:50 AM","R","B15","0","BIS 002CREMOTE TBA"
"1085","34327","12:10 - 1:00 PM","MWF","B15","0","BIS 002CREMOTE TBA"
"1086","34327","12:10 - 1:00 PM","R","B15","0","BIS 002CREMOTE TBA"
"1087","34328","9:00 - 11:50 AM","R","B16","0","BIS 002CREMOTE TBA"
"1088","34328","12:10 - 1:00 PM","MWF","B16","0","BIS 002CREMOTE TBA"
"1089","34328","12:10 - 1:00 PM","R","B16","0","BIS 002CREMOTE TBA"
"1090","34329","9:00 - 11:50 AM","R","B17","0","BIS 002CREMOTE TBA"
"1091","34329","12:10 - 1:00 PM","MWF","B17","0","BIS 002CREMOTE TBA"
"1092","34329","12:10 - 1:00 PM","R","B17","0","BIS 002CREMOTE TBA"
"1093","34330","9:00 - 11:50 AM","R","B18","0","BIS 002CREMOTE TBA"
"1094","34330","12:10 - 1:00 PM","MWF","B18","0","BIS 002CREMOTE TBA"
"1095","34330","12:10 - 1:00 PM","R","B18","0","BIS 002CREMOTE TBA"
"1096","34331","12:10 - 1:00 PM","MWF","B19","0","BIS 002CREMOTE TBA"
"1097","34331","12:10 - 1:00 PM","R","B19","0","BIS 002CREMOTE TBA"
"1098","34331","5:10 - 8:00 PM","R","B19","0","BIS 002CREMOTE TBA"
"1099","34332","12:10 - 1:00 PM","MWF","B20","0","BIS 002CREMOTE TBA"
"1100","34332","12:10 - 1:00 PM","R","B20","0","BIS 002CREMOTE TBA"
"1101","34332","5:10 - 8:00 PM","R","B20","0","BIS 002CREMOTE TBA"
"1102","34333","10:30 - 11:50 AM","TR","001","59","BIS 002DREMOTE TBA"
"1103","34336","12:10 - 1:30 PM","TR","A01","3","BIS 010REMOTE TBA"
"1104","34336","9:00 - 9:50 AM","F","A01","3","BIS 010REMOTE TBA"
"1105","34337","12:10 - 1:30 PM","TR","A02","12","BIS 010REMOTE TBA"
"1106","34337","9:00 - 9:50 AM","F","A02","12","BIS 010REMOTE TBA"
"1107","34338","12:10 - 1:30 PM","TR","A03","11","BIS 010REMOTE TBA"
"1108","34338","10:00 - 10:50 AM","F","A03","11","BIS 010REMOTE TBA"
"1109","34339","12:10 - 1:30 PM","TR","A04","14","BIS 010REMOTE TBA"
"1110","34339","10:00 - 10:50 AM","F","A04","14","BIS 010REMOTE TBA"
"1111","34340","11:00 - 11:50 AM","F","A05","9","BIS 010REMOTE TBA"
"1112","34340","12:10 - 1:30 PM","TR","A05","9","BIS 010REMOTE TBA"
"1113","34341","11:00 - 11:50 AM","F","A06","13","BIS 010REMOTE TBA"
"1114","34341","12:10 - 1:30 PM","TR","A06","13","BIS 010REMOTE TBA"
"1115","34342","12:10 - 1:30 PM","TR","A07","19","BIS 010REMOTE TBA"
"1116","34342","12:10 - 1:00 PM","F","A07","19","BIS 010REMOTE TBA"
"1117","34343","12:10 - 1:30 PM","TR","A08","18","BIS 010REMOTE TBA"
"1118","34343","12:10 - 1:00 PM","F","A08","18","BIS 010REMOTE TBA"
"1119","34346","3:10 - 6:00 PM","R","001","18","BIS 023BREMOTE TBA"
"1120","34346","3:10 - 4:00 PM","T","001","18","BIS 023BREMOTE TBA"
"1121","34348","1:10 - 3:00 PM","F","001","26","BIS 027BREMOTE TBA"
"1122","34348","9:00 - 9:50 AM","MWF","001","26","BIS 027BREMOTE TBA"
"1123","34374","10:00 - 11:50 AM","MW","001","13","BIS 101REMOTE TBA"
"1124","34375","2:10 - 4:00 PM","MW","002","108","BIS 101REMOTE TBA"
"1125","34376","6:10 - 8:00 PM","MW","003","0","BIS 101REMOTE TBA"
"1126","34377","3:10 - 4:00 PM","R","001","0","BIS 101DREMOTE TBA"
"1127","34378","4:10 - 5:00 PM","R","002","4","BIS 101DREMOTE TBA"
"1128","34379","5:10 - 6:00 PM","R","003","13","BIS 101DREMOTE TBA"
"1129","34380","1:10 - 2:00 PM","R","004","1","BIS 101DREMOTE TBA"
"1130","34381","5:10 - 6:00 PM","R","005","31","BIS 101DREMOTE TBA"
"1131","34382","6:10 - 7:00 PM","R","006","5","BIS 101DREMOTE TBA"
"1132","34383","4:10 - 5:00 PM","R","007","26","BIS 101DREMOTE TBA"
"1133","34384","9:00 - 9:50 AM","R","008","0","BIS 101DREMOTE TBA"
"1134","34385","7:10 - 8:00 PM","R","009","27","BIS 101DREMOTE TBA"
"1135","34386","6:10 - 7:00 PM","R","010","25","BIS 101DREMOTE TBA"
"1136","34387","12:10 - 1:00 PM","F","030","2","BIS 101DREMOTE TBA"
"1137","34388","12:10 - 1:00 PM","F","031","0","BIS 101DREMOTE TBA"
"1138","34389","6:10 - 7:00 PM","R","032","0","BIS 101DREMOTE TBA"
"1139","34390","2:10 - 3:00 PM","F","033","0","BIS 101DREMOTE TBA"
"1140","34391","9:00 - 9:50 AM","F","034","0","BIS 101DREMOTE TBA"
"1141","63037","5:10 - 6:00 PM","R","035","0","BIS 101DREMOTE TBA"
"1142","34392","3:10 - 4:00 PM","MWF","001","0","BIS 102REMOTE TBA"
"1143","34393","4:10 - 5:00 PM","MWF","002","130","BIS 102REMOTE TBA"
"1144","34394","11:00 - 12:30 PM","TR","001","0","BIS 103REMOTE TBA"
"1145","34395","3:10 - 4:30 PM","TR","002","0","BIS 103REMOTE TBA"
"1146","34396","12:10 - 1:30 PM","MWF","003","0","BIS 103REMOTE TBA"
"1147","34397","3:10 - 4:00 PM","MWF","001","0","BIS 104REMOTE TBA"
"1148","34399","1:10 - 2:00 PM","MWF","001","0","BIS 105REMOTE TBA"
"1149","34400","11:00 - 11:50 AM","MWF","001","13","BIS 107REMOTE TBA"
"1150","34400","9:00 - 10:50 AM","F","001","13","BIS 107REMOTE TBA"
"1151","34401","1:10 - 2:00 PM","TR","001","0","BIS 180LREMOTE TBA"
"1152","34401","2:10 - 5:00 PM","TR","001","0","BIS 180LREMOTE TBA"
"1153","34401","1:10 - 2:00 PM","F","001","0","BIS 180LREMOTE TBA"
"1154","34402","9:00 - 10:20 AM","TR","001","0","BIS 183REMOTE TBA"
"1155","34444","5:10 - 6:00 PM","M","A01","0","BIT 001YREMOTE TBA"
"1156","34444","9:00 - 9:50 AM","MWF","A01","0","BIT 001YREMOTE TBA"
"1157","34444","TBA",NA,"A01","0","BIT 001YTBA"
"1158","34445","9:00 - 9:50 AM","MWF","A02","0","BIT 001YREMOTE TBA"
"1159","34445","4:10 - 5:00 PM","W","A02","0","BIT 001YREMOTE TBA"
"1160","34445","TBA",NA,"A02","0","BIT 001YTBA"
"1161","34446","TBA",NA,"A03","1","BIT 001YTBA"
"1162","34446","2:10 - 3:00 PM","W","A03","1","BIT 001YREMOTE TBA"
"1163","34446","9:00 - 9:50 AM","MWF","A03","1","BIT 001YREMOTE TBA"
"1164","34447","TBA",NA,"A04","6","BIT 001YTBA"
"1165","34447","2:10 - 3:00 PM","F","A04","6","BIT 001YREMOTE TBA"
"1166","34447","9:00 - 9:50 AM","MWF","A04","6","BIT 001YREMOTE TBA"
"1167","34504","12:10 - 4:00 PM","MW","001","0","BIT 161BREMOTE TBA"
"1168","34504","12:10 - 1:00 PM","T","001","0","BIT 161BREMOTE TBA"
"1169","34505","2:10 - 4:00 PM","R","001","15","BIT 188REMOTE TBA"
"1170","34622","2:10 - 3:30 PM","MW","001","12","BPH 200BREMOTE TBA"
"1171","34674","1:40 - 3:00 PM","TR","001","9","BPH 241REMOTE TBA"
"1172","34675","2:10 - 3:00 PM","F","001","23","BPH 290LSA 1022"
"1173","34759","TBA",NA,"001","27","BPT 201TBA"
"1174","34760","2:10 - 3:30 PM","TR","001","11","BST 224REMOTE TBA"
"1175","34760","3:40 - 4:00 PM","TR","001","11","BST 224REMOTE TBA"
"1176","34762","12:10 - 1:00 PM","T","001","15","BST 290MATSCI 1147"
"1177","62773","10:00 - 10:50 AM","F","A01","0","CDM 001REMOTE TBA"
"1178","62773","2:10 - 3:00 PM","TR","A01","0","CDM 001REMOTE TBA"
"1179","62773","5:10 - 8:00 PM","W","A01","0","CDM 001REMOTE TBA"
"1180","62774","5:10 - 8:00 PM","W","A02","9","CDM 001REMOTE TBA"
"1181","62774","2:10 - 3:00 PM","TR","A02","9","CDM 001REMOTE TBA"
"1182","62774","11:00 - 11:50 AM","F","A02","9","CDM 001REMOTE TBA"
"1183","62775","5:10 - 8:00 PM","W","A03","17","CDM 001REMOTE TBA"
"1184","62775","2:10 - 3:00 PM","TR","A03","17","CDM 001REMOTE TBA"
"1185","62775","10:00 - 10:50 AM","F","A03","17","CDM 001REMOTE TBA"
"1186","62776","5:10 - 8:00 PM","W","A04","20","CDM 001REMOTE TBA"
"1187","62776","2:10 - 3:00 PM","TR","A04","20","CDM 001REMOTE TBA"
"1188","62776","11:00 - 11:50 AM","F","A04","20","CDM 001REMOTE TBA"
"1189","62777","5:10 - 8:00 PM","W","A05","2","CDM 001REMOTE TBA"
"1190","62777","4:10 - 5:00 PM","M","A05","2","CDM 001REMOTE TBA"
"1191","62777","2:10 - 3:00 PM","TR","A05","2","CDM 001REMOTE TBA"
"1192","62778","5:10 - 8:00 PM","W","A06","16","CDM 001REMOTE TBA"
"1193","62778","5:10 - 6:00 PM","M","A06","16","CDM 001REMOTE TBA"
"1194","62778","2:10 - 3:00 PM","TR","A06","16","CDM 001REMOTE TBA"
"1195","62779","5:10 - 8:00 PM","W","A07","19","CDM 001REMOTE TBA"
"1196","62779","2:10 - 3:00 PM","TR","A07","19","CDM 001REMOTE TBA"
"1197","62779","9:00 - 9:50 AM","T","A07","19","CDM 001REMOTE TBA"
"1198","62780","5:10 - 8:00 PM","W","A08","18","CDM 001REMOTE TBA"
"1199","62780","2:10 - 3:00 PM","TR","A08","18","CDM 001REMOTE TBA"
"1200","62780","10:00 - 10:50 AM","T","A08","18","CDM 001REMOTE TBA"
"1201","34885","3:10 - 4:30 PM","TR","001","0","CDM 003REMOTE TBA"
"1202","62102","4:10 - 7:00 PM","T","001","0","CDM 100REMOTE TBA"
"1203","62102","4:10 - 7:00 PM","R","001","0","CDM 100REMOTE TBA"
"1204","34894","11:00 - 1:50 PM","M","001","0","CDM 135REMOTE TBA"
"1205","34894","11:00 - 1:50 PM","W","001","0","CDM 135REMOTE TBA"
"1206","34895","1:10 - 2:00 PM","TR","A01","1","CDM 156REMOTE TBA"
"1207","34895","6:10 - 7:00 PM","R","A01","1","CDM 156REMOTE TBA"
"1208","34895","TBA",NA,"A01","1","CDM 156REMOTE TBA"
"1209","34896","1:10 - 2:00 PM","TR","A02","2","CDM 156REMOTE TBA"
"1210","34896","5:10 - 6:00 PM","R","A02","2","CDM 156REMOTE TBA"
"1211","34896","TBA",NA,"A02","2","CDM 156REMOTE TBA"
"1212","34897","6:10 - 7:00 PM","R","A03","5","CDM 156REMOTE TBA"
"1213","34897","TBA",NA,"A03","5","CDM 156REMOTE TBA"
"1214","34897","1:10 - 2:00 PM","TR","A03","5","CDM 156REMOTE TBA"
"1215","62170","TBA",NA,"A04","13","CDM 156REMOTE TBA"
"1216","62170","5:10 - 6:00 PM","R","A04","13","CDM 156REMOTE TBA"
"1217","62170","1:10 - 2:00 PM","TR","A04","13","CDM 156REMOTE TBA"
"1218","62675","4:40 - 6:00 PM","TR","A01","0","CGS 001REMOTE TBA"
"1219","62675","6:10 - 7:00 PM","M","A01","0","CGS 001REMOTE TBA"
"1220","62676","7:10 - 8:00 PM","M","A02","10","CGS 001REMOTE TBA"
"1221","62676","4:40 - 6:00 PM","TR","A02","10","CGS 001REMOTE TBA"
"1222","62677","6:10 - 7:00 PM","W","A03","1","CGS 001REMOTE TBA"
"1223","62677","4:40 - 6:00 PM","TR","A03","1","CGS 001REMOTE TBA"
"1224","62679","4:40 - 6:00 PM","TR","A04","24","CGS 001REMOTE TBA"
"1225","62679","7:10 - 8:00 PM","W","A04","24","CGS 001REMOTE TBA"
"1226","62680","4:40 - 6:00 PM","TR","A05","12","CGS 001REMOTE TBA"
"1227","62680","6:10 - 7:00 PM","R","A05","12","CGS 001REMOTE TBA"
"1228","62682","4:40 - 6:00 PM","TR","A06","24","CGS 001REMOTE TBA"
"1229","62682","7:10 - 8:00 PM","R","A06","24","CGS 001REMOTE TBA"
"1230","34954","4:40 - 6:00 PM","TR","001","0","CGS 107REMOTE TBA"
"1231","34966","4:10 - 5:00 PM","MTWR","001","156","CHA 101REMOTE TBA"
"1232","34967","TBA",NA,"001","5","CHA 101LREMOTE TBA"
"1233","34967","7:00 - 9:50 AM","TR","001","5","CHA 101LREMOTE TBA"
"1234","34968","TBA",NA,"002","0","CHA 101LREMOTE TBA"
"1235","34968","10:00 - 12:50 PM","TR","002","0","CHA 101LREMOTE TBA"
"1236","34969","TBA",NA,"003","1","CHA 101LREMOTE TBA"
"1237","34969","1:10 - 4:00 PM","TR","003","1","CHA 101LREMOTE TBA"
"1238","34970","TBA",NA,"004","0","CHA 101LREMOTE TBA"
"1239","34970","5:10 - 8:00 PM","TR","004","0","CHA 101LREMOTE TBA"
"1240","34971","8:10 - 11:00 PM","TR","005","0","CHA 101LREMOTE TBA"
"1241","34971","TBA",NA,"005","0","CHA 101LREMOTE TBA"
"1242","34972","1:10 - 4:00 PM","WF","006","0","CHA 101LREMOTE TBA"
"1243","34972","TBA",NA,"006","0","CHA 101LREMOTE TBA"
"1244","34973","TBA",NA,"007","0","CHA 101LREMOTE TBA"
"1245","34973","5:10 - 8:00 PM","WF","007","0","CHA 101LREMOTE TBA"
"1246","63193","8:10 - 11:00 PM","WF","008","30","CHA 101LREMOTE TBA"
"1247","63193","TBA",NA,"008","30","CHA 101LREMOTE TBA"
"1248","34974","9:00 - 10:20 AM","TR","A01","23","CHA 103REMOTE TBA"
"1249","34974","9:00 - 11:50 AM","M","A01","23","CHA 103REMOTE TBA"
"1250","34975","9:00 - 10:20 AM","TR","A02","25","CHA 103REMOTE TBA"
"1251","34975","9:00 - 11:50 AM","W","A02","25","CHA 103REMOTE TBA"
"1252","35033","2:10 - 3:00 PM","TR","001","23","CHA 202REMOTE TBA"
"1253","35033","2:10 - 5:00 PM","F","001","23","CHA 202REMOTE TBA"
"1254","35109","8:00 - 8:50 AM","T","A01","0","CHE 002BREMOTE TBA"
"1255","35109","9:00 - 10:20 AM","TR","A01","0","CHE 002BREMOTE TBA"
"1256","35109","1:10 - 4:00 PM","M","A01","0","CHE 002BREMOTE TBA"
"1257","35110","8:00 - 8:50 AM","T","A02","0","CHE 002BREMOTE TBA"
"1258","35110","9:00 - 10:20 AM","TR","A02","0","CHE 002BREMOTE TBA"
"1259","35110","1:10 - 4:00 PM","M","A02","0","CHE 002BREMOTE TBA"
"1260","35111","8:00 - 8:50 AM","R","A03","0","CHE 002BREMOTE TBA"
"1261","35111","9:00 - 10:20 AM","TR","A03","0","CHE 002BREMOTE TBA"
"1262","35111","4:10 - 7:00 PM","M","A03","0","CHE 002BREMOTE TBA"
"1263","35112","8:00 - 8:50 AM","R","A04","0","CHE 002BREMOTE TBA"
"1264","35112","9:00 - 10:20 AM","TR","A04","0","CHE 002BREMOTE TBA"
"1265","35112","4:10 - 7:00 PM","M","A04","0","CHE 002BREMOTE TBA"
"1266","35113","8:00 - 8:50 AM","W","A05","0","CHE 002BREMOTE TBA"
"1267","35113","9:00 - 10:20 AM","TR","A05","0","CHE 002BREMOTE TBA"
"1268","35113","7:10 - 10:00 PM","M","A05","0","CHE 002BREMOTE TBA"
"1269","35114","8:00 - 8:50 AM","W","A06","0","CHE 002BREMOTE TBA"
"1270","35114","9:00 - 10:20 AM","TR","A06","0","CHE 002BREMOTE TBA"
"1271","35114","7:10 - 10:00 PM","M","A06","0","CHE 002BREMOTE TBA"
"1272","35115","8:00 - 8:50 AM","M","A07","0","CHE 002BREMOTE TBA"
"1273","35115","9:00 - 10:20 AM","TR","A07","0","CHE 002BREMOTE TBA"
"1274","35115","1:10 - 4:00 PM","T","A07","0","CHE 002BREMOTE TBA"
"1275","35116","8:00 - 8:50 AM","M","A08","0","CHE 002BREMOTE TBA"
"1276","35116","9:00 - 10:20 AM","TR","A08","0","CHE 002BREMOTE TBA"
"1277","35116","1:10 - 4:00 PM","T","A08","0","CHE 002BREMOTE TBA"
"1278","35117","8:00 - 8:50 AM","F","A09","0","CHE 002BREMOTE TBA"
"1279","35117","9:00 - 10:20 AM","TR","A09","0","CHE 002BREMOTE TBA"
"1280","35117","1:10 - 4:00 PM","W","A09","0","CHE 002BREMOTE TBA"
"1281","35118","8:00 - 8:50 AM","F","A10","0","CHE 002BREMOTE TBA"
"1282","35118","9:00 - 10:20 AM","TR","A10","0","CHE 002BREMOTE TBA"
"1283","35118","1:10 - 4:00 PM","W","A10","0","CHE 002BREMOTE TBA"
"1284","35119","9:00 - 10:20 AM","TR","A11","0","CHE 002BREMOTE TBA"
"1285","35119","4:10 - 7:00 PM","W","A11","0","CHE 002BREMOTE TBA"
"1286","35119","6:10 - 7:00 PM","M","A11","0","CHE 002BREMOTE TBA"
"1287","35120","6:10 - 7:00 PM","M","A12","0","CHE 002BREMOTE TBA"
"1288","35120","9:00 - 10:20 AM","TR","A12","0","CHE 002BREMOTE TBA"
"1289","35120","4:10 - 7:00 PM","W","A12","0","CHE 002BREMOTE TBA"
"1290","35121","8:00 - 8:50 AM","F","A13","0","CHE 002BREMOTE TBA"
"1291","35121","9:00 - 10:20 AM","TR","A13","0","CHE 002BREMOTE TBA"
"1292","35121","7:10 - 10:00 PM","W","A13","0","CHE 002BREMOTE TBA"
"1293","35122","9:00 - 10:20 AM","TR","A14","0","CHE 002BREMOTE TBA"
"1294","35122","9:00 - 9:50 AM","F","A14","0","CHE 002BREMOTE TBA"
"1295","35122","7:10 - 10:00 PM","W","A14","0","CHE 002BREMOTE TBA"
"1296","35123","9:00 - 10:20 AM","TR","A15","0","CHE 002BREMOTE TBA"
"1297","35123","1:10 - 4:00 PM","R","A15","0","CHE 002BREMOTE TBA"
"1298","35123","2:10 - 3:00 PM","M","A15","0","CHE 002BREMOTE TBA"
"1299","35124","9:00 - 10:20 AM","TR","A16","0","CHE 002BREMOTE TBA"
"1300","35124","1:10 - 4:00 PM","R","A16","0","CHE 002BREMOTE TBA"
"1301","35124","3:10 - 4:00 PM","M","A16","0","CHE 002BREMOTE TBA"
"1302","35125","9:00 - 10:20 AM","TR","A17","0","CHE 002BREMOTE TBA"
"1303","35125","4:10 - 7:00 PM","R","A17","0","CHE 002BREMOTE TBA"
"1304","35125","6:10 - 7:00 PM","F","A17","0","CHE 002BREMOTE TBA"
"1305","35126","9:00 - 10:20 AM","TR","A18","0","CHE 002BREMOTE TBA"
"1306","35126","4:10 - 7:00 PM","R","A18","0","CHE 002BREMOTE TBA"
"1307","35126","6:10 - 7:00 PM","F","A18","0","CHE 002BREMOTE TBA"
"1308","35127","9:00 - 10:20 AM","TR","A19","0","CHE 002BREMOTE TBA"
"1309","35127","4:10 - 5:00 PM","M","A19","0","CHE 002BREMOTE TBA"
"1310","35127","4:10 - 7:00 PM","R","A19","0","CHE 002BREMOTE TBA"
"1311","35128","9:00 - 10:20 AM","TR","A20","0","CHE 002BREMOTE TBA"
"1312","35128","4:10 - 7:00 PM","R","A20","0","CHE 002BREMOTE TBA"
"1313","35128","7:10 - 8:00 PM","R","A20","0","CHE 002BREMOTE TBA"
"1314","35129","9:00 - 10:20 AM","TR","ARO","15","CHE 002BREMOTE TBA"
"1315","35130","8:00 - 8:50 AM","T","B01","0","CHE 002BREMOTE TBA"
"1316","35130","1:40 - 3:00 PM","TR","B01","0","CHE 002BREMOTE TBA"
"1317","35130","4:10 - 7:00 PM","M","B01","0","CHE 002BREMOTE TBA"
"1318","35131","8:00 - 8:50 AM","R","B02","0","CHE 002BREMOTE TBA"
"1319","35131","1:40 - 3:00 PM","TR","B02","0","CHE 002BREMOTE TBA"
"1320","35131","4:10 - 7:00 PM","M","B02","0","CHE 002BREMOTE TBA"
"1321","35132","1:40 - 3:00 PM","TR","B03","0","CHE 002BREMOTE TBA"
"1322","35132","4:10 - 5:00 PM","W","B03","0","CHE 002BREMOTE TBA"
"1323","35132","7:10 - 10:00 PM","M","B03","0","CHE 002BREMOTE TBA"
"1324","35133","9:00 - 9:50 AM","T","B04","0","CHE 002BREMOTE TBA"
"1325","35133","1:40 - 3:00 PM","TR","B04","0","CHE 002BREMOTE TBA"
"1326","35133","7:10 - 10:00 PM","M","B04","0","CHE 002BREMOTE TBA"
"1327","35134","9:00 - 11:50 AM","T","B05","0","CHE 002BREMOTE TBA"
"1328","35134","9:00 - 9:50 AM","R","B05","0","CHE 002BREMOTE TBA"
