"","CRN","Time","Days","SEC","Seats","Course Location"
"343","32000","4:40 - 6:00 PM","TR","A09","0","ANT 001REMOTE TBA"
"344","32001","4:40 - 6:00 PM","TR","A10","12","ANT 001REMOTE TBA"
"345","32001","5:10 - 6:00 PM","W","A10","12","ANT 001REMOTE TBA"
"346","32002","4:40 - 6:00 PM","TR","A11","2","ANT 001REMOTE TBA"
"347","32002","6:10 - 7:00 PM","W","A11","2","ANT 001REMOTE TBA"
"348","32003","10:30 - 11:50 AM","TR","A01","0","ANT 002REMOTE TBA"
"349","32003","3:10 - 4:00 PM","M","A01","0","ANT 002REMOTE TBA"
"350","32004","10:30 - 11:50 AM","TR","A02","0","ANT 002REMOTE TBA"
"351","32004","4:10 - 5:00 PM","M","A02","0","ANT 002REMOTE TBA"
"352","32005","10:30 - 11:50 AM","TR","A03","0","ANT 002REMOTE TBA"
"353","32005","5:10 - 6:00 PM","M","A03","0","ANT 002REMOTE TBA"
"354","32006","10:30 - 11:50 AM","TR","A04","0","ANT 002REMOTE TBA"
"355","32006","6:10 - 7:00 PM","M","A04","0","ANT 002REMOTE TBA"
"356","32007","3:10 - 4:00 PM","R","A05","0","ANT 002REMOTE TBA"
"357","32007","10:30 - 11:50 AM","TR","A05","0","ANT 002REMOTE TBA"
"358","32008","10:30 - 11:50 AM","TR","A06","0","ANT 002REMOTE TBA"
"359","32008","4:10 - 5:00 PM","R","A06","0","ANT 002REMOTE TBA"
"360","32009","10:30 - 11:50 AM","TR","A07","0","ANT 002REMOTE TBA"
"361","32009","12:10 - 1:00 PM","F","A07","0","ANT 002REMOTE TBA"
"362","32010","10:30 - 11:50 AM","TR","A08","0","ANT 002REMOTE TBA"
"363","32010","6:10 - 7:00 PM","T","A08","0","ANT 002REMOTE TBA"
"364","32011","10:30 - 11:50 AM","TR","A09","0","ANT 002REMOTE TBA"
"365","32011","4:10 - 5:00 PM","W","A09","0","ANT 002REMOTE TBA"
"366","32012","10:30 - 11:50 AM","TR","A10","0","ANT 002REMOTE TBA"
"367","32012","4:10 - 5:00 PM","W","A10","0","ANT 002REMOTE TBA"
"368","32013","10:30 - 11:50 AM","TR","A11","0","ANT 002REMOTE TBA"
"369","32013","5:10 - 6:00 PM","W","A11","0","ANT 002REMOTE TBA"
"370","32014","10:30 - 11:50 AM","TR","A12","0","ANT 002REMOTE TBA"
"371","32014","6:10 - 7:00 PM","W","A12","0","ANT 002REMOTE TBA"
"372","32015","8:00 - 8:50 AM","R","A13","0","ANT 002REMOTE TBA"
"373","32015","10:30 - 11:50 AM","TR","A13","0","ANT 002REMOTE TBA"
"374","32016","10:30 - 11:50 AM","TR","A14","0","ANT 002REMOTE TBA"
"375","32016","7:10 - 8:00 PM","T","A14","0","ANT 002REMOTE TBA"
"376","32017","9:00 - 9:50 AM","F","A15","0","ANT 002REMOTE TBA"
"377","32017","10:30 - 11:50 AM","TR","A15","0","ANT 002REMOTE TBA"
"378","32018","10:30 - 11:50 AM","TR","A16","0","ANT 002REMOTE TBA"
"379","32018","2:10 - 3:00 PM","F","A16","0","ANT 002REMOTE TBA"
"380","32019","10:30 - 11:50 AM","TR","A17","0","ANT 002REMOTE TBA"
"381","32019","4:10 - 5:00 PM","F","A17","0","ANT 002REMOTE TBA"
"382","32020","10:30 - 11:50 AM","TR","A18","0","ANT 002REMOTE TBA"
"383","32020","6:10 - 7:00 PM","R","A18","0","ANT 002REMOTE TBA"
"384","32021","8:00 - 8:50 AM","F","A19","0","ANT 002REMOTE TBA"
"385","32021","10:30 - 11:50 AM","TR","A19","0","ANT 002REMOTE TBA"
"386","32022","9:00 - 9:50 AM","F","A20","0","ANT 002REMOTE TBA"
"387","32022","10:30 - 11:50 AM","TR","A20","0","ANT 002REMOTE TBA"
"388","32023","10:30 - 11:50 AM","TR","A21","0","ANT 002REMOTE TBA"
"389","32023","3:10 - 4:00 PM","F","A21","0","ANT 002REMOTE TBA"
"390","32024","10:30 - 11:50 AM","TR","A22","0","ANT 002REMOTE TBA"
"391","32024","11:00 - 11:50 AM","F","A22","0","ANT 002REMOTE TBA"
"392","32025","10:30 - 11:50 AM","TR","A23","0","ANT 002REMOTE TBA"
"393","32025","6:10 - 7:00 PM","W","A23","0","ANT 002REMOTE TBA"
"394","32026","10:30 - 11:50 AM","TR","A24","0","ANT 002REMOTE TBA"
"395","32026","7:10 - 8:00 PM","W","A24","0","ANT 002REMOTE TBA"
"396","32027","9:00 - 9:50 AM","W","A25","0","ANT 002REMOTE TBA"
"397","32027","10:30 - 11:50 AM","TR","A25","0","ANT 002REMOTE TBA"
"398","32028","10:30 - 11:50 AM","TR","A26","0","ANT 002REMOTE TBA"
"399","32028","5:10 - 6:00 PM","T","A26","0","ANT 002REMOTE TBA"
"400","32029","8:00 - 8:50 AM","T","A27","0","ANT 002REMOTE TBA"
"401","32029","10:30 - 11:50 AM","TR","A27","0","ANT 002REMOTE TBA"
"402","32030","10:30 - 11:50 AM","TR","A28","0","ANT 002REMOTE TBA"
"403","32030","11:00 - 11:50 AM","F","A28","0","ANT 002REMOTE TBA"
"404","32031","10:00 - 10:50 AM","F","A29","0","ANT 002REMOTE TBA"
"405","32031","10:30 - 11:50 AM","TR","A29","0","ANT 002REMOTE TBA"
"406","62506","8:00 - 9:20 AM","MW","001","0","ANT 002REMOTE TBA"
"407","62506","9:30 - 9:50 AM","MW","001","0","ANT 002REMOTE TBA"
"408","62560","2:10 - 3:00 PM","MW","001","0","ANT 029REMOTE TBA"
"409","32034","5:10 - 6:00 PM","R","A01","0","ANT 030REMOTE TBA"
"410","32034","3:10 - 4:30 PM","TR","A01","0","ANT 030REMOTE TBA"
"411","32035","3:10 - 4:30 PM","TR","A02","0","ANT 030REMOTE TBA"
"412","32035","6:10 - 7:00 PM","R","A02","0","ANT 030REMOTE TBA"
"413","32036","10:00 - 10:50 AM","F","A03","0","ANT 030REMOTE TBA"
"414","32036","3:10 - 4:30 PM","TR","A03","0","ANT 030REMOTE TBA"
"415","32037","3:10 - 4:30 PM","TR","A04","0","ANT 030REMOTE TBA"
"416","32037","11:00 - 11:50 AM","F","A04","0","ANT 030REMOTE TBA"
"417","32038","1:40 - 3:00 PM","TR","001","18","ANT 054REMOTE TBA"
"418","32100","2:10 - 3:30 PM","MW","001","0","ANT 101REMOTE TBA"
"419","32100","3:40 - 4:00 PM","MW","001","0","ANT 101REMOTE TBA"
"420","62564","10:00 - 11:50 AM","MW","001","0","ANT 121REMOTE TBA"
"421","62561","5:40 - 6:00 PM","TR","001","0","ANT 122AREMOTE TBA"
"422","62561","4:10 - 5:30 PM","TR","001","0","ANT 122AREMOTE TBA"
"423","62610","10:30 - 11:50 AM","TR","A01","2","ANT 126AREMOTE TBA"
"424","62610","3:10 - 4:00 PM","R","A01","2","ANT 126AREMOTE TBA"
"425","62611","10:30 - 11:50 AM","TR","A02","18","ANT 126AREMOTE TBA"
"426","62611","4:10 - 5:00 PM","R","A02","18","ANT 126AREMOTE TBA"
"427","62598","1:40 - 2:00 PM","TR","001","24","ANT 127REMOTE TBA"
"428","62598","12:10 - 1:30 PM","TR","001","24","ANT 127REMOTE TBA"
"429","32104","10:30 - 11:50 AM","TR","A01","11","ANT 130BNREMOTE TBA"
"430","32104","4:10 - 5:00 PM","T","A01","11","ANT 130BNREMOTE TBA"
"431","32105","5:10 - 6:00 PM","T","A02","24","ANT 130BNREMOTE TBA"
"432","32105","10:30 - 11:50 AM","TR","A02","24","ANT 130BNREMOTE TBA"
"433","62599","3:40 - 4:00 PM","TR","001","0","ANT 133REMOTE TBA"
"434","62599","2:10 - 3:30 PM","TR","001","0","ANT 133REMOTE TBA"
"435","62601","11:30 - 11:50 AM","TR","001","0","ANT 134REMOTE TBA"
"436","62601","10:00 - 11:20 AM","TR","001","0","ANT 134REMOTE TBA"
"437","32107","10:00 - 11:20 AM","MW","001","7","ANT 135REMOTE TBA"
"438","32107","11:30 - 11:50 AM","MW","001","7","ANT 135REMOTE TBA"
"439","62603","1:40 - 2:00 PM","MW","001","13","ANT 136REMOTE TBA"
"440","62603","12:10 - 1:30 PM","MW","001","13","ANT 136REMOTE TBA"
"441","62606","5:10 - 6:00 PM","T","A01","0","ANT 139BNREMOTE TBA"
"442","62606","1:40 - 3:00 PM","TR","A01","0","ANT 139BNREMOTE TBA"
"443","62608","1:40 - 3:00 PM","TR","A02","0","ANT 139BNREMOTE TBA"
"444","62608","6:10 - 7:00 PM","T","A02","0","ANT 139BNREMOTE TBA"
"445","62741","1:40 - 3:00 PM","MW","001","0","ANT 147REMOTE TBA"
"446","62741","TBA",NA,"001","0","ANT 147TBA"
"447","32111","12:10 - 2:00 PM","MW","001","27","ANT 148AREMOTE TBA"
"448","32112","TBA",NA,"A01","0","ANT 151REMASY TBA"
"449","32112","TBA",NA,"A01","0","ANT 151REMASY TBA"
"450","32113","TBA",NA,"A02","0","ANT 151REMASY TBA"
"451","32113","TBA",NA,"A02","0","ANT 151REMASY TBA"
"452","32114","TBA",NA,"A03","0","ANT 151REMASY TBA"
"453","32114","TBA",NA,"A03","0","ANT 151REMASY TBA"
"454","32115","3:40 - 4:00 PM","TR","001","5","ANT 155REMOTE TBA"
"455","32115","2:10 - 3:30 PM","TR","001","5","ANT 155REMOTE TBA"
"456","32117","10:00 - 11:50 AM","TR","001","14","ANT 157LREMOTE TBA"
"457","62562","1:40 - 2:00 PM","MW","001","0","ANT 174REMOTE TBA"
"458","62562","12:10 - 1:30 PM","MW","001","0","ANT 174REMOTE TBA"
"459","62892","8:00 - 9:20 AM","TR","001","7","ANT 175REMOTE TBA"
"460","62892","9:30 - 9:50 AM","TR","001","7","ANT 175REMOTE TBA"
"461","62893","2:10 - 3:30 PM","MW","001","15","ANT 178REMOTE TBA"
"462","62893","3:40 - 4:00 PM","MW","001","15","ANT 178REMOTE TBA"
"463","32120","5:40 - 6:00 PM","TR","001","4","ANT 181REMOTE TBA"
"464","32120","4:10 - 5:30 PM","TR","001","4","ANT 181REMOTE TBA"
"465","62563","TBA",NA,"001","6","ANT 182REMASY TBA"
"466","62563","TBA",NA,"001","6","ANT 182REMASY TBA"
"467","32121","10:30 - 11:50 AM","TR","001","19","ANT 191REMOTE TBA"
"468","32267","2:10 - 5:00 PM","R","001","19","ANT 210REMOTE TBA"
"469","63123","10:00 - 12:50 PM","F","002","7","ANT 210REMOTE TBA"
"470","32268","10:00 - 12:50 PM","M","001","9","ANT 216REMOTE TBA"
"471","32268","TBA",NA,"001","9","ANT 216REMOTE TBA"
"472","62828","12:10 - 3:00 PM","T","001","9","ANT 252REMOTE TBA"
"473","32269","4:10 - 5:00 PM","M","001","6","ANT 270REMOTE TBA"
"474","32404","TBA",NA,"001","100","APC 291TBA"
"475","32432","9:00 - 9:50 AM","MTWRF","001","5","ARB 003REMOTE TBA"
"476","32433","11:00 - 11:50 AM","MTWRF","002","0","ARB 003REMOTE TBA"
"477","32434","12:10 - 1:00 PM","MTWR","001","9","ARB 023REMOTE TBA"
"478","32435","10:00 - 10:50 AM","MTWR","001","10","ARB 023LREMOTE TBA"
"479","32444","9:00 - 10:20 AM","TR","001","16","ARB 123REMOTE TBA"
"480","32452","4:10 - 6:00 PM","MW","001","0","ARE 018REMOTE TBA"
"481","32538","5:10 - 6:00 PM","T","A01","0","ARE 100AREMOTE TBA"
"482","32538","8:00 - 8:50 AM","MWF","A01","0","ARE 100AREMOTE TBA"
"483","32539","6:10 - 7:00 PM","T","A02","0","ARE 100AREMOTE TBA"
"484","32539","8:00 - 8:50 AM","MWF","A02","0","ARE 100AREMOTE TBA"
"485","32540","5:10 - 6:00 PM","T","A03","0","ARE 100AREMOTE TBA"
"486","32540","8:00 - 8:50 AM","MWF","A03","0","ARE 100AREMOTE TBA"
"487","32541","6:10 - 7:00 PM","T","A04","0","ARE 100AREMOTE TBA"
"488","32541","8:00 - 8:50 AM","MWF","A04","0","ARE 100AREMOTE TBA"
"489","32542","5:10 - 6:00 PM","W","A05","0","ARE 100AREMOTE TBA"
"490","32542","8:00 - 8:50 AM","MWF","A05","0","ARE 100AREMOTE TBA"
"491","32543","6:10 - 7:00 PM","W","A06","1","ARE 100AREMOTE TBA"
"492","32543","8:00 - 8:50 AM","MWF","A06","1","ARE 100AREMOTE TBA"
"493","32544","5:10 - 6:00 PM","W","A01","0","ARE 100BREMOTE TBA"
"494","32544","6:10 - 7:30 PM","TR","A01","0","ARE 100BREMOTE TBA"
"495","32545","6:10 - 7:30 PM","TR","A02","0","ARE 100BREMOTE TBA"
"496","32545","6:10 - 7:00 PM","W","A02","0","ARE 100BREMOTE TBA"
"497","32546","5:10 - 6:00 PM","W","A03","0","ARE 100BREMOTE TBA"
"498","32546","6:10 - 7:30 PM","TR","A03","0","ARE 100BREMOTE TBA"
"499","32547","6:10 - 7:30 PM","TR","A04","13","ARE 100BREMOTE TBA"
"500","32547","6:10 - 7:00 PM","W","A04","13","ARE 100BREMOTE TBA"
"501","32549","6:10 - 7:30 PM","TR","A06","25","ARE 100BREMOTE TBA"
"502","32549","7:10 - 8:00 PM","W","A06","25","ARE 100BREMOTE TBA"
"503","62772","6:10 - 7:30 PM","TR","A08","19","ARE 100BREMOTE TBA"
"504","62772","7:10 - 8:00 PM","W","A08","19","ARE 100BREMOTE TBA"
"505","32550","10:30 - 11:50 AM","TR","A01","0","ARE 106REMOTE TBA"
"506","32550","8:10 - 9:00 PM","T","A01","0","ARE 106REMOTE TBA"
"507","32551","7:10 - 8:00 PM","T","A02","5","ARE 106REMOTE TBA"
"508","32551","10:30 - 11:50 AM","TR","A02","5","ARE 106REMOTE TBA"
"509","32552","10:30 - 11:50 AM","TR","A03","0","ARE 106REMOTE TBA"
"510","32552","6:10 - 7:00 PM","W","A03","0","ARE 106REMOTE TBA"
"511","32553","10:30 - 11:50 AM","TR","A04","0","ARE 106REMOTE TBA"
"512","32553","7:10 - 8:00 PM","W","A04","0","ARE 106REMOTE TBA"
"513","32554","1:10 - 2:00 PM","MWF","B01","0","ARE 106REMOTE TBA"
"514","32554","6:10 - 7:00 PM","M","B01","0","ARE 106REMOTE TBA"
"515","32555","1:10 - 2:00 PM","MWF","B02","0","ARE 106REMOTE TBA"
"516","32555","7:10 - 8:00 PM","M","B02","0","ARE 106REMOTE TBA"
"517","32556","1:10 - 2:00 PM","MWF","B03","0","ARE 106REMOTE TBA"
"518","32556","8:10 - 9:00 PM","T","B03","0","ARE 106REMOTE TBA"
"519","32557","1:10 - 2:00 PM","MWF","B04","1","ARE 106REMOTE TBA"
"520","32557","7:10 - 8:00 PM","T","B04","1","ARE 106REMOTE TBA"
"521","32558","1:10 - 2:00 PM","MWF","B05","0","ARE 106REMOTE TBA"
"522","32558","5:10 - 6:00 PM","W","B05","0","ARE 106REMOTE TBA"
"523","32559","1:10 - 2:00 PM","MWF","B06","1","ARE 106REMOTE TBA"
"524","32559","6:10 - 7:00 PM","W","B06","1","ARE 106REMOTE TBA"
"525","62175","10:30 - 11:50 AM","TR","A05","0","ARE 106REMOTE TBA"
"526","62175","5:10 - 6:00 PM","R","A05","0","ARE 106REMOTE TBA"
"527","62176","10:30 - 11:50 AM","TR","A06","0","ARE 106REMOTE TBA"
"528","62176","4:10 - 5:00 PM","R","A06","0","ARE 106REMOTE TBA"
"529","32560","1:40 - 3:00 PM","TR","A01","0","ARE 107REMOTE TBA"
"530","32560","8:10 - 9:00 PM","T","A01","0","ARE 107REMOTE TBA"
"531","32561","1:40 - 3:00 PM","TR","A02","0","ARE 107REMOTE TBA"
"532","32561","7:10 - 8:00 PM","T","A02","0","ARE 107REMOTE TBA"
"533","32562","1:40 - 3:00 PM","TR","A03","0","ARE 107REMOTE TBA"
"534","32562","6:10 - 7:00 PM","W","A03","0","ARE 107REMOTE TBA"
"535","32563","7:10 - 8:00 PM","W","A04","0","ARE 107REMOTE TBA"
"536","32563","1:40 - 3:00 PM","TR","A04","0","ARE 107REMOTE TBA"
"537","32564","4:10 - 6:00 PM","MW","001","43","ARE 112REMOTE TBA"
"538","32565","1:40 - 3:00 PM","TR","A01","0","ARE 115AREMOTE TBA"
"539","32565","6:10 - 7:00 PM","T","A01","0","ARE 115AREMOTE TBA"
"540","32566","1:40 - 3:00 PM","TR","A02","0","ARE 115AREMOTE TBA"
"541","32566","6:10 - 7:00 PM","T","A02","0","ARE 115AREMOTE TBA"
"542","32567","1:40 - 3:00 PM","TR","A03","0","ARE 115AREMOTE TBA"
"543","32567","7:10 - 8:00 PM","T","A03","0","ARE 115AREMOTE TBA"
"544","32568","1:40 - 3:00 PM","TR","A04","0","ARE 115AREMOTE TBA"
"545","32568","7:10 - 8:00 PM","T","A04","0","ARE 115AREMOTE TBA"
"546","32569","1:40 - 3:00 PM","TR","A05","0","ARE 115AREMOTE TBA"
"547","32569","6:10 - 7:00 PM","W","A05","0","ARE 115AREMOTE TBA"
"548","32570","1:40 - 3:00 PM","TR","A06","0","ARE 115AREMOTE TBA"
"549","32570","6:10 - 7:00 PM","W","A06","0","ARE 115AREMOTE TBA"
"550","32571","1:40 - 3:00 PM","TR","A07","0","ARE 115AREMOTE TBA"
"551","32571","7:10 - 8:00 PM","W","A07","0","ARE 115AREMOTE TBA"
"552","32572","1:40 - 3:00 PM","TR","A08","0","ARE 115AREMOTE TBA"
"553","32572","7:10 - 8:00 PM","W","A08","0","ARE 115AREMOTE TBA"
"554","32573","7:10 - 8:00 PM","T","A01","0","ARE 115BREMOTE TBA"
"555","32573","3:10 - 4:30 PM","TR","A01","0","ARE 115BREMOTE TBA"
"556","32574","3:10 - 4:30 PM","TR","A02","0","ARE 115BREMOTE TBA"
"557","32574","8:10 - 9:00 PM","T","A02","0","ARE 115BREMOTE TBA"
"558","32575","3:10 - 4:30 PM","TR","A03","0","ARE 115BREMOTE TBA"
"559","32575","7:10 - 8:00 PM","R","A03","0","ARE 115BREMOTE TBA"
"560","32576","3:10 - 4:30 PM","TR","A04","0","ARE 115BREMOTE TBA"
"561","32576","8:10 - 9:00 PM","R","A04","0","ARE 115BREMOTE TBA"
"562","32577","6:10 - 8:00 PM","MW","001","0","ARE 119REMOTE TBA"
"563","32578","3:10 - 4:30 PM","TR","A01","14","ARE 120REMOTE TBA"
"564","32578","5:10 - 6:00 PM","T","A01","14","ARE 120REMOTE TBA"
"565","32579","6:10 - 7:00 PM","T","A02","34","ARE 120REMOTE TBA"
"566","32579","3:10 - 4:30 PM","TR","A02","34","ARE 120REMOTE TBA"
"567","32580","4:10 - 6:00 PM","R","001","42","ARE 135REMOTE TBA"
"568","32581","3:10 - 4:30 PM","TR","A01","0","ARE 136REMOTE TBA"
"569","32581","2:10 - 3:00 PM","F","A01","0","ARE 136REMOTE TBA"
"570","32582","3:10 - 4:00 PM","F","A02","0","ARE 136REMOTE TBA"
"571","32582","3:10 - 4:30 PM","TR","A02","0","ARE 136REMOTE TBA"
"572","32583","5:10 - 6:00 PM","W","A01","0","ARE 139REMOTE TBA"
"573","32583","7:30 - 8:50 AM","TR","A01","0","ARE 139REMOTE TBA"
"574","32584","7:30 - 8:50 AM","TR","A02","1","ARE 139REMOTE TBA"
"575","32584","6:10 - 7:00 PM","W","A02","1","ARE 139REMOTE TBA"
"576","62177","12:10 - 1:30 PM","TR","001","16","ARE 142REMOTE TBA"
"577","32585","8:00 - 9:50 AM","MW","001","0","ARE 144REMOTE TBA"
"578","62867","5:10 - 6:00 PM",NA,"A01","0","ARE 146REMOTE TBA"
"579","62867","9:00 - 10:20 AM","TR","A01","0","ARE 146REMOTE TBA"
"580","62868","6:10 - 7:00 PM","T","A02","0","ARE 146REMOTE TBA"
"581","62868","9:00 - 10:20 AM","TR","A02","0","ARE 146REMOTE TBA"
"582","62869","9:00 - 10:20 AM","TR","A03","0","ARE 146REMOTE TBA"
"583","62869","5:10 - 6:00 PM","W","A03","0","ARE 146REMOTE TBA"
"584","62870","6:10 - 7:00 PM","W","A04","0","ARE 146REMOTE TBA"
"585","62870","9:00 - 10:20 AM","TR","A04","0","ARE 146REMOTE TBA"
"586","32590","5:10 - 6:00 PM","M","A01","0","ARE 150REMOTE TBA"
"587","32590","11:00 - 11:50 AM","MWF","A01","0","ARE 150REMOTE TBA"
"588","32591","11:00 - 11:50 AM","MWF","A02","8","ARE 150REMOTE TBA"
"589","32591","6:10 - 7:00 PM","M","A02","8","ARE 150REMOTE TBA"
"590","32592","11:00 - 11:50 AM","MWF","A03","11","ARE 150REMOTE TBA"
"591","32592","5:10 - 6:00 PM","W","A03","11","ARE 150REMOTE TBA"
"592","32593","11:00 - 11:50 AM","MWF","A04","24","ARE 150REMOTE TBA"
"593","32593","6:10 - 7:00 PM","W","A04","24","ARE 150REMOTE TBA"
"594","32594","5:10 - 6:00 PM","M","A01","0","ARE 155REMOTE TBA"
"595","32594","8:00 - 8:50 AM","MWF","A01","0","ARE 155REMOTE TBA"
"596","32595","8:00 - 8:50 AM","MWF","A02","0","ARE 155REMOTE TBA"
"597","32595","6:10 - 7:00 PM","M","A02","0","ARE 155REMOTE TBA"
"598","32596","8:00 - 8:50 AM","MWF","A03","0","ARE 155REMOTE TBA"
"599","32596","5:10 - 6:00 PM","M","A03","0","ARE 155REMOTE TBA"
"600","32597","8:00 - 8:50 AM","MWF","A04","0","ARE 155REMOTE TBA"
"601","32597","6:10 - 7:00 PM","M","A04","0","ARE 155REMOTE TBA"
"602","32598","8:00 - 8:50 AM","MWF","A05","0","ARE 155REMOTE TBA"
"603","32598","5:10 - 6:00 PM","T","A05","0","ARE 155REMOTE TBA"
"604","32599","8:00 - 8:50 AM","MWF","A06","0","ARE 155REMOTE TBA"
"605","32599","6:10 - 7:00 PM","T","A06","0","ARE 155REMOTE TBA"
"606","32600","10:00 - 11:50 AM","MW","001","18","ARE 157REMOTE TBA"
"607","32601","9:00 - 10:20 AM","TR","A01","0","ARE 166REMOTE TBA"
"608","32601","5:10 - 6:00 PM","R","A01","0","ARE 166REMOTE TBA"
"609","32602","6:10 - 7:00 PM","R","A02","3","ARE 166REMOTE TBA"
"610","32602","9:00 - 10:20 AM","TR","A02","3","ARE 166REMOTE TBA"
"611","32603","1:10 - 2:00 PM","MWF","A01","0","ARE 171REMOTE TBA"
"612","32603","6:10 - 7:00 PM","M","A01","0","ARE 171REMOTE TBA"
"613","32604","1:10 - 2:00 PM","MWF","A02","0","ARE 171REMOTE TBA"
"614","32604","7:10 - 8:00 PM","M","A02","0","ARE 171REMOTE TBA"
"615","32605","1:10 - 2:00 PM","MWF","A03","0","ARE 171REMOTE TBA"
"616","32605","6:10 - 7:00 PM","T","A03","0","ARE 171REMOTE TBA"
"617","32606","7:10 - 8:00 PM","T","A04","0","ARE 171REMOTE TBA"
"618","32606","1:10 - 2:00 PM","MWF","A04","0","ARE 171REMOTE TBA"
"619","32611","12:10 - 1:30 PM","TR","A01","0","ARE 173REMOTE TBA"
"620","32611","5:10 - 6:00 PM","T","A01","0","ARE 173REMOTE TBA"
"621","32612","12:10 - 1:30 PM","TR","A02","0","ARE 173REMOTE TBA"
"622","32612","6:10 - 7:00 PM","T","A02","0","ARE 173REMOTE TBA"
"623","32613","12:10 - 1:30 PM","TR","A03","0","ARE 173REMOTE TBA"
"624","32613","5:10 - 6:00 PM","W","A03","0","ARE 173REMOTE TBA"
"625","32614","12:10 - 1:30 PM","TR","A04","0","ARE 173REMOTE TBA"
"626","32614","6:10 - 7:00 PM","W","A04","0","ARE 173REMOTE TBA"
"627","32615","12:10 - 1:30 PM","TR","A05","0","ARE 173REMOTE TBA"
"628","32615","6:10 - 7:00 PM","T","A05","0","ARE 173REMOTE TBA"
"629","32616","12:10 - 1:30 PM","TR","A06","0","ARE 173REMOTE TBA"
"630","32616","7:10 - 8:00 PM","T","A06","0","ARE 173REMOTE TBA"
"631","32617","4:10 - 5:00 PM","M","A01","0","ARE 175REMOTE TBA"
"632","32617","9:00 - 9:50 AM","MWF","A01","0","ARE 175REMOTE TBA"
"633","32618","5:10 - 6:00 PM","M","A02","7","ARE 175REMOTE TBA"
"634","32618","9:00 - 9:50 AM","MWF","A02","7","ARE 175REMOTE TBA"
"635","32619","4:10 - 5:00 PM","W","A03","1","ARE 175REMOTE TBA"
"636","32619","9:00 - 9:50 AM","MWF","A03","1","ARE 175REMOTE TBA"
"637","32620","5:10 - 6:00 PM","W","A04","12","ARE 175REMOTE TBA"
"638","32620","9:00 - 9:50 AM","MWF","A04","12","ARE 175REMOTE TBA"
"639","32793","TBA",NA,"001","25","ARE 200CTBA"
"640","32793","2:10 - 4:00 PM","TR","001","25","ARE 200CREMOTE TBA"
"641","32794","2:10 - 4:00 PM","MW","001","12","ARE 202CREMOTE TBA"
"642","62483","10:00 - 11:50 AM","TR","001","8","ARE 214REMOTE TBA"
"643","32795","2:10 - 3:30 PM","MW","001","13","ARE 215CREMOTE TBA"
"644","32795","3:40 - 4:00 PM","MW","001","13","ARE 215CREMOTE TBA"
"645","32796","10:00 - 11:20 AM","TR","001","4","ARE 233REMOTE TBA"
"646","32796","11:30 - 11:50 AM","TR","001","4","ARE 233REMOTE TBA"
"647","32797","10:30 - 11:50 AM","TR","001","24","ARE 240BREMOTE TBA"
"648","32797","9:00 - 9:50 AM","F","001","24","ARE 240BREMOTE TBA"
"649","32798","TBA",NA,"001","15","ARE 240ETBA"
"650","32798","12:10 - 2:00 PM","MW","001","15","ARE 240EREMOTE TBA"
"651","32799","2:10 - 4:00 PM","TR","001","31","ARE 240FREMOTE TBA"
"652","32799","TBA",NA,"001","31","ARE 240FTBA"
"653","32800","8:00 - 9:50 AM","MW","001","9","ARE 258REMOTE TBA"
"654","32803","4:10 - 6:00 PM","MW","001","11","ARE 276BREMOTE TBA"
"655","62781","TBA",NA,"001","1","ARE 293TBA"
"656","62781","12:10 - 1:30 PM","W","001","1","ARE 293REMOTE TBA"
"657","32930","9:00 - 11:50 AM","MW","001","0","ART 002REMOTE TBA"
"658","32931","1:10 - 4:00 PM","TR","002","0","ART 002REMOTE TBA"
"659","32932","9:00 - 11:50 AM","MW","001","0","ART 005REMOTE TBA"
"660","62375","1:10 - 4:00 PM","TR","002","2","ART 005REMOTE TBA"
"661","32933","9:00 - 11:50 AM","MW","001","0","ART 007REMOTE TBA"
"662","32934","1:10 - 4:00 PM","MW","002","0","ART 007REMOTE TBA"
"663","62399","9:00 - 11:50 AM","MW","001","0","ART 008REMOTE TBA"
"664","32935","1:10 - 4:00 PM","MW","001","0","ART 009REMOTE TBA"
"665","32936","9:00 - 11:50 AM","TR","002","0","ART 009REMOTE TBA"
"666","62697","3:10 - 4:30 PM","TR","001","63","ART 010FREMOTE TBA"
"667","62697","TBA",NA,"001","63","ART 010FTBA"
"668","32937","9:00 - 11:50 AM","TR","001","0","ART 011REMOTE TBA"
"669","62398","5:10 - 8:00 PM","TR","001","0","ART 012REMOTE TBA"
"670","32967","9:00 - 11:50 AM","MW","001","0","ART 101REMOTE TBA"
"671","32968","1:10 - 4:00 PM","MW","002","0","ART 101REMOTE TBA"
"672","62852","1:10 - 4:00 PM","MW","001","0","ART 102AREMOTE TBA"
"673","32969","1:10 - 4:00 PM","TR","001","0","ART 103BREMOTE TBA"
"674","62928","1:10 - 4:00 PM","TR","001","0","ART 103CREMOTE TBA"
"675","62400","9:00 - 11:50 AM","TR","001","0","ART 105AREMOTE TBA"
"676","32971","1:10 - 4:00 PM","TR","001","0","ART 110BREMOTE TBA"
"677","62401","9:30 - 12:20 PM","MW","001","0","ART 110DAREMOTE TBA"
