"","X1","CRN","Time","Days","SEC","Seats","Course Location","course_name"
"1986",1986,36583,"3:10 - 4:00 PM","TR","A03",8,"CMN 005REMOTE TBA","CMN 005"
"1987",1987,36583,"10:00 - 10:50 AM","WF","A03",8,"CMN 005REMOTE TBA","CMN 005"
"1988",1988,36584,"3:10 - 4:00 PM","TR","A04",8,"CMN 005REMOTE TBA","CMN 005"
"1989",1989,36584,"1:10 - 2:00 PM","WF","A04",8,"CMN 005REMOTE TBA","CMN 005"
"1990",1990,36585,"3:10 - 4:00 PM","TR","A05",18,"CMN 005REMOTE TBA","CMN 005"
"1991",1991,36585,"9:00 - 9:50 AM","WF","A05",18,"CMN 005REMOTE TBA","CMN 005"
"1992",1992,36586,"5:10 - 6:00 PM","TR","A06",1,"CMN 005REMOTE TBA","CMN 005"
"1993",1993,36586,"3:10 - 4:00 PM","TR","A06",1,"CMN 005REMOTE TBA","CMN 005"
"1994",1994,36587,"TBA",NA,"A01",0,"CMN 010VONLINE","CMN 010V"
"1995",1995,36587,"TBA",NA,"A01",0,"CMN 010VONLINE","CMN 010V"
"1996",1996,36588,"TBA",NA,"A02",3,"CMN 010VONLINE","CMN 010V"
"1997",1997,36588,"TBA",NA,"A02",3,"CMN 010VONLINE","CMN 010V"
"1998",1998,36589,"TBA",NA,"A03",14,"CMN 010VONLINE","CMN 010V"
"1999",1999,36589,"TBA",NA,"A03",14,"CMN 010VONLINE","CMN 010V"
"2000",2000,36590,"TBA",NA,"A04",22,"CMN 010VONLINE","CMN 010V"
"2001",2001,36590,"TBA",NA,"A04",22,"CMN 010VONLINE","CMN 010V"
"2002",2002,36591,"TBA",NA,"A05",24,"CMN 010VONLINE","CMN 010V"
"2003",2003,36591,"TBA",NA,"A05",24,"CMN 010VONLINE","CMN 010V"
"2004",2004,36592,"TBA",NA,"A06",25,"CMN 010VONLINE","CMN 010V"
"2005",2005,36592,"TBA",NA,"A06",25,"CMN 010VONLINE","CMN 010V"
"2006",2006,36594,"9:00 - 10:20 AM","W","A01",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2007",2007,36594,"12:10 - 2:00 PM","F","A01",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2008",2008,36594,"TBA",NA,"A01",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2009",2009,36595,"10:30 - 11:50 AM","W","A02",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2010",2010,36595,"12:10 - 2:00 PM","F","A02",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2011",2011,36595,"TBA",NA,"A02",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2012",2012,36596,"12:10 - 2:00 PM","F","A03",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2013",2013,36596,"6:10 - 7:30 PM","W","A03",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2014",2014,36596,"TBA",NA,"A03",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2015",2015,36597,"12:10 - 2:00 PM","F","A04",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2016",2016,36597,"7:40 - 9:00 PM","W","A04",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2017",2017,36597,"TBA",NA,"A04",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2018",2018,62791,"9:00 - 10:20 AM","R","A05",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2019",2019,62791,"12:10 - 2:00 PM","F","A05",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2020",2020,62791,"TBA",NA,"A05",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2021",2021,62793,"10:30 - 11:50 AM","R","A06",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2022",2022,62793,"12:10 - 2:00 PM","F","A06",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2023",2023,62793,"TBA",NA,"A06",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2024",2024,62795,"12:10 - 2:00 PM","F","A07",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2025",2025,62795,"6:10 - 7:30 PM","R","A07",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2026",2026,62795,"TBA",NA,"A07",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2027",2027,62797,"12:10 - 2:00 PM","F","A08",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2028",2028,62797,"7:40 - 9:00 PM","R","A08",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2029",2029,62797,"TBA",NA,"A08",0,"CMN 012YREMOTE TBA","CMN 012Y"
"2030",2030,62460,"2:10 - 3:00 PM","W","A01",0,"CMN 101YREMOTE TBA","CMN 101Y"
"2031",2031,62460,"TBA",NA,"A01",0,"CMN 101YREMOTE TBA","CMN 101Y"
"2032",2032,62461,"3:10 - 4:00 PM","W","A02",0,"CMN 101YREMOTE TBA","CMN 101Y"
"2033",2033,62461,"TBA",NA,"A02",0,"CMN 101YREMOTE TBA","CMN 101Y"
"2034",2034,62463,"4:10 - 5:00 PM","W","A03",0,"CMN 101YREMOTE TBA","CMN 101Y"
"2035",2035,62463,"TBA",NA,"A03",0,"CMN 101YREMOTE TBA","CMN 101Y"
"2036",2036,62464,"5:10 - 6:00 PM","W","A04",0,"CMN 101YREMOTE TBA","CMN 101Y"
"2037",2037,62464,"TBA",NA,"A04",0,"CMN 101YREMOTE TBA","CMN 101Y"
"2038",2038,36627,"10:30 - 11:50 AM","TR","A01",0,"CMN 102REMOTE TBA","CMN 102"
"2039",2039,36627,"9:00 - 9:50 AM","F","A01",0,"CMN 102REMOTE TBA","CMN 102"
"2040",2040,36628,"10:00 - 10:50 AM","F","A02",0,"CMN 102REMOTE TBA","CMN 102"
"2041",2041,36628,"10:30 - 11:50 AM","TR","A02",0,"CMN 102REMOTE TBA","CMN 102"
"2042",2042,36629,"10:30 - 11:50 AM","TR","A03",0,"CMN 102REMOTE TBA","CMN 102"
"2043",2043,36629,"11:00 - 11:50 AM","F","A03",0,"CMN 102REMOTE TBA","CMN 102"
"2044",2044,36630,"10:30 - 11:50 AM","TR","A04",0,"CMN 102REMOTE TBA","CMN 102"
"2045",2045,36630,"12:10 - 1:00 PM","F","A04",0,"CMN 102REMOTE TBA","CMN 102"
"2046",2046,36632,"2:10 - 4:00 PM","MW","001",0,"CMN 112REMOTE TBA","CMN 112"
"2047",2047,62486,"3:10 - 4:00 PM","F","A01",0,"CMN 120REMOTE TBA","CMN 120"
"2048",2048,62486,"1:40 - 3:00 PM","TR","A01",0,"CMN 120REMOTE TBA","CMN 120"
"2049",2049,62487,"4:10 - 5:00 PM","F","A02",0,"CMN 120REMOTE TBA","CMN 120"
"2050",2050,62487,"1:40 - 3:00 PM","TR","A02",0,"CMN 120REMOTE TBA","CMN 120"
"2051",2051,62488,"1:40 - 3:00 PM","TR","A03",0,"CMN 120REMOTE TBA","CMN 120"
"2052",2052,62488,"5:10 - 6:00 PM","F","A03",0,"CMN 120REMOTE TBA","CMN 120"
"2053",2053,62489,"1:40 - 3:00 PM","TR","A04",0,"CMN 120REMOTE TBA","CMN 120"
"2054",2054,62489,"6:10 - 7:00 PM","F","A04",0,"CMN 120REMOTE TBA","CMN 120"
"2055",2055,36634,"2:10 - 4:00 PM","TR","001",0,"CMN 122REMOTE TBA","CMN 122"
"2056",2056,62468,"10:00 - 11:50 AM","MW","001",14,"CMN 132REMOTE TBA","CMN 132"
"2057",2057,62471,"10:00 - 11:50 AM","TR","001",0,"CMN 136REMOTE TBA","CMN 136"
"2058",2058,36637,"3:10 - 4:30 PM","TR","A01",0,"CMN 140REMOTE TBA","CMN 140"
"2059",2059,36637,"1:10 - 2:00 PM","W","A01",0,"CMN 140REMOTE TBA","CMN 140"
"2060",2060,36638,"3:10 - 4:30 PM","TR","A02",14,"CMN 140REMOTE TBA","CMN 140"
"2061",2061,36638,"2:10 - 3:00 PM","W","A02",14,"CMN 140REMOTE TBA","CMN 140"
"2062",2062,36639,"3:10 - 4:30 PM","TR","A03",18,"CMN 140REMOTE TBA","CMN 140"
"2063",2063,36639,"3:10 - 4:00 PM","W","A03",18,"CMN 140REMOTE TBA","CMN 140"
"2064",2064,36640,"4:10 - 5:00 PM","W","A04",21,"CMN 140REMOTE TBA","CMN 140"
"2065",2065,36640,"3:10 - 4:30 PM","TR","A04",21,"CMN 140REMOTE TBA","CMN 140"
"2066",2066,62472,"9:00 - 10:20 AM","TR","001",6,"CMN 143REMOTE TBA","CMN 143"
"2067",2067,62490,"10:30 - 11:50 AM","TR","001",15,"CMN 145REMOTE TBA","CMN 145"
"2068",2068,62473,"TBA",NA,"001",0,"CMN 147REMASY TBA","CMN 147"
"2069",2069,62474,"12:10 - 2:00 PM","MW","001",0,"CMN 149REMOTE TBA","CMN 149"
"2070",2070,36646,"TBA",NA,"001",29,"CMN 150VTBA","CMN 150V"
"2071",2071,36646,"TBA",NA,"001",29,"CMN 150VTBA","CMN 150V"
"2072",2072,63002,"12:10 - 1:00 PM","F","001",27,"CMN 151REMOTE TBA","CMN 151"
"2073",2073,63002,"2:10 - 4:00 PM","R","001",27,"CMN 151REMOTE TBA","CMN 151"
"2074",2074,62475,"4:40 - 6:00 PM","TR","001",0,"CMN 161REMOTE TBA","CMN 161"
"2075",2075,36648,"12:10 - 2:00 PM","TR","001",0,"CMN 165REMOTE TBA","CMN 165"
"2076",2076,36649,"1:10 - 2:00 PM","F","A01",0,"CMN 172REMOTE TBA","CMN 172"
"2077",2077,36649,"4:40 - 6:00 PM","TR","A01",0,"CMN 172REMOTE TBA","CMN 172"
"2078",2078,36650,"2:10 - 3:00 PM","F","A02",0,"CMN 172REMOTE TBA","CMN 172"
"2079",2079,36650,"4:40 - 6:00 PM","TR","A02",0,"CMN 172REMOTE TBA","CMN 172"
"2080",2080,36651,"12:10 - 1:00 PM","MW","001",0,"CMN 176REMOTE TBA","CMN 176"
"2081",2081,36651,"1:10 - 2:00 PM","MW","001",0,"CMN 176REMOTE TBA","CMN 176"
"2082",2082,62476,"1:10 - 5:00 PM","M","001",5,"CMN 210REMOTE TBA","CMN 210"
"2083",2083,63003,"12:10 - 2:00 PM","F","001",13,"CMN 213REMOTE TBA","CMN 213"
"2084",2084,63003,"2:10 - 4:00 PM","R","001",13,"CMN 213REMOTE TBA","CMN 213"
"2085",2085,62477,"2:10 - 6:00 PM","T","001",11,"CMN 221REMOTE TBA","CMN 221"
"2086",2086,62478,"9:00 - 12:50 PM","W","001",15,"CMN 244REMOTE TBA","CMN 244"
"2087",2087,62480,"9:00 - 11:50 AM","M","001",1,"CMN 255REMOTE TBA","CMN 255"
"2088",2088,62481,"2:10 - 5:00 PM","R","001",8,"CMN 259REMOTE TBA","CMN 259"
"2089",2089,36894,"12:10 - 2:00 PM","MW","001",0,"COM 001REMOTE TBA","COM 001"
"2090",2090,36895,"2:10 - 4:00 PM","TR","002",0,"COM 001REMOTE TBA","COM 001"
"2091",2091,36897,"12:10 - 2:00 PM","TR","001",0,"COM 002REMOTE TBA","COM 002"
"2092",2092,36898,"10:00 - 11:50 AM","MW","002",4,"COM 002REMOTE TBA","COM 002"
"2093",2093,36899,"4:10 - 6:00 PM","TR","001",0,"COM 003REMOTE TBA","COM 003"
"2094",2094,36900,"2:10 - 4:00 PM","MW","002",0,"COM 003REMOTE TBA","COM 003"
"2095",2095,36901,"12:10 - 2:00 PM","MW","001",0,"COM 004REMOTE TBA","COM 004"
"2096",2096,36902,"4:10 - 6:00 PM","MW","002",0,"COM 004REMOTE TBA","COM 004"
"2097",2097,36903,"2:10 - 4:00 PM","TR","003",0,"COM 004REMOTE TBA","COM 004"
"2098",2098,36904,"8:00 - 9:50 AM","MW","004",0,"COM 004REMOTE TBA","COM 004"
"2099",2099,62631,"12:10 - 1:30 PM","TR","A01",0,"COM 005REMOTE TBA","COM 005"
"2100",2100,62631,"7:10 - 8:00 PM","W","A01",0,"COM 005REMOTE TBA","COM 005"
"2101",2101,62632,"12:10 - 1:30 PM","TR","A02",3,"COM 005REMOTE TBA","COM 005"
"2102",2102,62632,"8:10 - 9:00 PM","W","A02",3,"COM 005REMOTE TBA","COM 005"
"2103",2103,62633,"12:10 - 1:30 PM","TR","A03",3,"COM 005REMOTE TBA","COM 005"
"2104",2104,62633,"4:10 - 5:00 PM","R","A03",3,"COM 005REMOTE TBA","COM 005"
"2105",2105,62634,"12:10 - 1:30 PM","TR","A04",13,"COM 005REMOTE TBA","COM 005"
"2106",2106,62634,"5:10 - 6:00 PM","R","A04",13,"COM 005REMOTE TBA","COM 005"
"2107",2107,62635,"9:00 - 9:50 AM","F","A05",15,"COM 005REMOTE TBA","COM 005"
"2108",2108,62635,"12:10 - 1:30 PM","TR","A05",15,"COM 005REMOTE TBA","COM 005"
"2109",2109,62636,"10:00 - 10:50 AM","F","A06",9,"COM 005REMOTE TBA","COM 005"
"2110",2110,62636,"12:10 - 1:30 PM","TR","A06",9,"COM 005REMOTE TBA","COM 005"
"2111",2111,36911,"10:30 - 11:50 AM","TR","A01",8,"COM 007REMOTE TBA","COM 007"
"2112",2112,36911,"5:10 - 6:00 PM","W","A01",8,"COM 007REMOTE TBA","COM 007"
"2113",2113,36912,"10:30 - 11:50 AM","TR","A02",13,"COM 007REMOTE TBA","COM 007"
"2114",2114,36912,"6:10 - 7:00 PM","W","A02",13,"COM 007REMOTE TBA","COM 007"
"2115",2115,36913,"10:30 - 11:50 AM","TR","A03",7,"COM 007REMOTE TBA","COM 007"
"2116",2116,36913,"5:10 - 6:00 PM","R","A03",7,"COM 007REMOTE TBA","COM 007"
"2117",2117,36914,"10:30 - 11:50 AM","TR","A04",17,"COM 007REMOTE TBA","COM 007"
"2118",2118,36914,"6:10 - 7:00 PM","R","A04",17,"COM 007REMOTE TBA","COM 007"
"2119",2119,36915,"10:00 - 10:50 AM","F","A05",16,"COM 007REMOTE TBA","COM 007"
"2120",2120,36915,"10:30 - 11:50 AM","TR","A05",16,"COM 007REMOTE TBA","COM 007"
"2121",2121,36916,"10:30 - 11:50 AM","TR","A06",16,"COM 007REMOTE TBA","COM 007"
"2122",2122,36916,"11:00 - 11:50 AM","F","A06",16,"COM 007REMOTE TBA","COM 007"
"2123",2123,36917,"10:00 - 11:50 AM","T","001",18,"COM 010HREMOTE TBA","COM 010H"
"2124",2124,36918,"10:00 - 11:50 AM","R","002",25,"COM 010HREMOTE TBA","COM 010H"
"2125",2125,62069,"10:30 - 11:50 AM","TR","001",36,"COM 110REMOTE TBA","COM 110"
"2126",2126,62069,"5:10 - 8:00 PM","W","001",36,"COM 110REMOTE TBA","COM 110"
"2127",2127,62072,"10:00 - 10:50 AM","MWF","001",16,"COM 135REMOTE TBA","COM 135"
"2128",2128,62073,"11:00 - 11:50 AM","MWF","001",0,"COM 144REMOTE TBA","COM 144"
"2129",2129,62361,"4:40 - 6:00 PM","TR","001",3,"COM 154REMOTE TBA","COM 154"
"2130",2130,62212,"1:40 - 3:00 PM","TR","001",0,"COM 156REMOTE TBA","COM 156"
"2131",2131,36941,"1:40 - 3:00 PM","TR","001",22,"COM 195REMOTE TBA","COM 195"
"2132",2132,62077,"2:10 - 5:00 PM","T","001",7,"COM 210REMOTE TBA","COM 210"
"2133",2133,62821,"2:10 - 5:00 PM","R","002",13,"COM 210REMOTE TBA","COM 210"
"2134",2134,37160,"5:10 - 6:00 PM","T","A01",0,"CRD 002REMOTE TBA","CRD 002"
"2135",2135,37160,"12:10 - 1:30 PM","TR","A01",0,"CRD 002REMOTE TBA","CRD 002"
"2136",2136,37161,"6:10 - 7:00 PM","T","A02",0,"CRD 002REMOTE TBA","CRD 002"
"2137",2137,37161,"12:10 - 1:30 PM","TR","A02",0,"CRD 002REMOTE TBA","CRD 002"
"2138",2138,37162,"7:10 - 8:00 PM","T","A03",13,"CRD 002REMOTE TBA","CRD 002"
"2139",2139,37162,"12:10 - 1:30 PM","TR","A03",13,"CRD 002REMOTE TBA","CRD 002"
"2140",2140,37163,"12:10 - 1:30 PM","TR","A04",3,"CRD 002REMOTE TBA","CRD 002"
"2141",2141,37163,"5:10 - 6:00 PM","R","A04",3,"CRD 002REMOTE TBA","CRD 002"
"2142",2142,37164,"6:10 - 7:00 PM","R","A05",7,"CRD 002REMOTE TBA","CRD 002"
"2143",2143,37164,"12:10 - 1:30 PM","TR","A05",7,"CRD 002REMOTE TBA","CRD 002"
"2144",2144,37205,"12:10 - 2:00 PM","MW","A01",13,"CRD 156REMOTE TBA","CRD 156"
"2145",2145,37205,"9:00 - 10:50 AM","F","A01",13,"CRD 156REMOTE TBA","CRD 156"
"2146",2146,37206,"12:10 - 2:00 PM","F","A02",24,"CRD 156REMOTE TBA","CRD 156"
"2147",2147,37206,"12:10 - 2:00 PM","MW","A02",24,"CRD 156REMOTE TBA","CRD 156"
"2148",2148,62410,"TBA",NA,"001",0,"CRD 158TBA","CRD 158"
"2149",2149,62410,"10:00 - 11:50 AM","MW","001",0,"CRD 158REMOTE TBA","CRD 158"
"2150",2150,37207,"10:00 - 1:50 PM","F","001",9,"CRD 171REMOTE TBA","CRD 171"
"2151",2151,37266,"2:10 - 4:00 PM","R","001",0,"CRD 200REMOTE TBA","CRD 200"
"2152",2152,37266,"4:10 - 5:00 PM","R","001",0,"CRD 200REMOTE TBA","CRD 200"
"2153",2153,62411,"2:10 - 4:00 PM","MW","001",5,"CRD 245REMOTE TBA","CRD 245"
"2154",2154,62883,"2:10 - 6:00 PM","T","001",12,"CRD 247REMOTE TBA","CRD 247"
"2155",2155,37268,"12:10 - 1:00 PM","W","001",12,"CRD 290REMOTE TBA","CRD 290"
"2156",2156,62222,"12:10 - 3:00 PM","R","001",0,"CRI 200CREMOTE TBA","CRI 200C"
"2157",2157,37364,"1:40 - 4:30 PM","M","001",11,"CST 200CHART 3116","CST 200C"
"2158",2158,37381,"4:10 - 6:00 PM","R","001",30,"CST 290HART","CST 290"
"2159",2159,63032,"TBA",NA,"001",5,"CST 295REMOTE TBA","CST 295"
"2160",2160,62116,"10:30 - 11:50 AM","TR","A01",1,"CTS 040AREMOTE TBA","CTS 040A"
"2161",2161,62116,"5:10 - 6:00 PM","R","A01",1,"CTS 040AREMOTE TBA","CTS 040A"
"2162",2162,62116,"5:10 - 8:00 PM","M","A01",1,"CTS 040AREMOTE TBA","CTS 040A"
"2163",2163,62117,"6:10 - 7:00 PM","R","A02",5,"CTS 040AREMOTE TBA","CTS 040A"
"2164",2164,62117,"10:30 - 11:50 AM","TR","A02",5,"CTS 040AREMOTE TBA","CTS 040A"
"2165",2165,62117,"5:10 - 8:00 PM","M","A02",5,"CTS 040AREMOTE TBA","CTS 040A"
"2166",2166,37448,"12:10 - 1:30 PM","TR","001",0,"CTS 040BREMOTE TBA","CTS 040B"
"2167",2167,37448,"TBA",NA,"001",0,"CTS 040BTBA","CTS 040B"
"2168",2168,37448,"TBA",NA,"001",0,"CTS 040BTBA","CTS 040B"
"2169",2169,62890,"1:40 - 3:00 PM","TR","001",33,"CTS 146AREMOTE TBA","CTS 146A"
"2170",2170,62890,"TBA",NA,"001",33,"CTS 146ATBA","CTS 146A"
"2171",2171,62742,"1:40 - 3:00 PM","MW","001",0,"CTS 146BREMOTE TBA","CTS 146B"
"2172",2172,62742,"TBA",NA,"001",0,"CTS 146BTBA","CTS 146B"
"2173",2173,37451,"9:00 - 9:50 AM","TR","A01",0,"CTS 150REMOTE TBA","CTS 150"
"2174",2174,37451,"10:00 - 10:50 AM","T","A01",0,"CTS 150REMOTE TBA","CTS 150"
"2175",2175,37452,"9:00 - 9:50 AM","TR","A02",0,"CTS 150REMOTE TBA","CTS 150"
"2176",2176,37452,"10:00 - 10:50 AM","R","A02",0,"CTS 150REMOTE TBA","CTS 150"
"2177",2177,37452,"TBA",NA,"A02",0,"CTS 150REMOTE TBA","CTS 150"
"2178",2178,62356,"10:30 - 11:50 AM","MW","001",33,"CTS 162REMOTE TBA","CTS 162"
"2179",2179,62356,"5:10 - 8:00 PM","M","001",33,"CTS 162REMOTE TBA","CTS 162"
"2180",2180,37456,"11:00 - 11:50 AM","F","001",32,"DEB 294REMOTE TBA","DEB 294"
"2181",2181,37506,"1:10 - 2:00 PM","TR","001",0,"DES 014REMOTE TBA","DES 014"
"2182",2182,37506,"2:10 - 4:00 PM","TR","001",0,"DES 014REMOTE TBA","DES 014"
"2183",2183,37507,"4:40 - 5:30 PM","TR","002",0,"DES 014REMOTE TBA","DES 014"
"2184",2184,37507,"5:40 - 7:30 PM","TR","002",0,"DES 014REMOTE TBA","DES 014"
"2185",2185,61972,"1:10 - 2:00 PM","TR","003",0,"DES 014REMOTE TBA","DES 014"
"2186",2186,61972,"2:10 - 4:00 PM","TR","003",0,"DES 014REMOTE TBA","DES 014"
"2187",2187,37508,"9:00 - 9:50 AM","TR","001",0,"DES 015REMOTE TBA","DES 015"
"2188",2188,37508,"10:00 - 11:50 AM","TR","001",0,"DES 015REMOTE TBA","DES 015"
"2189",2189,37509,"1:10 - 2:00 PM","TR","002",22,"DES 015REMOTE TBA","DES 015"
"2190",2190,37509,"2:10 - 4:00 PM","TR","002",22,"DES 015REMOTE TBA","DES 015"
"2191",2191,37510,"2:40 - 4:30 PM","TR","001",0,"DES 016REMOTE TBA","DES 016"
"2192",2192,37510,"1:40 - 2:30 PM","TR","001",0,"DES 016REMOTE TBA","DES 016"
"2193",2193,37511,"4:40 - 5:30 PM","TR","002",0,"DES 016REMOTE TBA","DES 016"
"2194",2194,37511,"5:40 - 7:30 PM","TR","002",0,"DES 016REMOTE TBA","DES 016"
"2195",2195,37512,"5:40 - 7:30 PM","MW","003",0,"DES 016REMOTE TBA","DES 016"
"2196",2196,37512,"4:40 - 5:30 PM","MW","003",0,"DES 016REMOTE TBA","DES 016"
"2197",2197,61973,"1:10 - 2:00 PM","MW","001",0,"DES 021REMOTE TBA","DES 021"
"2198",2198,61973,"2:10 - 4:00 PM","MW","001",0,"DES 021REMOTE TBA","DES 021"
"2199",2199,61975,"9:00 - 9:50 AM","F","A01",0,"DES 040CREMOTE TBA","DES 040C"
"2200",2200,61975,"10:30 - 11:50 AM","TR","A01",0,"DES 040CREMOTE TBA","DES 040C"
"2201",2201,61976,"10:30 - 11:50 AM","TR","A02",0,"DES 040CREMOTE TBA","DES 040C"
"2202",2202,61976,"10:00 - 10:50 AM","F","A02",0,"DES 040CREMOTE TBA","DES 040C"
"2203",2203,61977,"4:10 - 5:00 PM","R","A03",0,"DES 040CREMOTE TBA","DES 040C"
"2204",2204,61977,"10:30 - 11:50 AM","TR","A03",0,"DES 040CREMOTE TBA","DES 040C"
"2205",2205,61978,"5:10 - 6:00 PM","R","A04",0,"DES 040CREMOTE TBA","DES 040C"
"2206",2206,61978,"10:30 - 11:50 AM","TR","A04",0,"DES 040CREMOTE TBA","DES 040C"
"2207",2207,61979,"10:30 - 11:50 AM","TR","A05",0,"DES 040CREMOTE TBA","DES 040C"
"2208",2208,61979,"10:00 - 10:50 AM","F","A05",0,"DES 040CREMOTE TBA","DES 040C"
"2209",2209,61981,"11:00 - 11:50 AM","F","A06",0,"DES 040CREMOTE TBA","DES 040C"
"2210",2210,61981,"10:30 - 11:50 AM","TR","A06",0,"DES 040CREMOTE TBA","DES 040C"
"2211",2211,61982,"5:10 - 6:00 PM","W","A07",0,"DES 040CREMOTE TBA","DES 040C"
"2212",2212,61982,"10:30 - 11:50 AM","TR","A07",0,"DES 040CREMOTE TBA","DES 040C"
"2213",2213,61983,"6:10 - 7:00 PM","W","A08",0,"DES 040CREMOTE TBA","DES 040C"
"2214",2214,61983,"10:30 - 11:50 AM","TR","A08",0,"DES 040CREMOTE TBA","DES 040C"
"2215",2215,63116,"10:30 - 11:50 AM","TR","A09",0,"DES 040CREMOTE TBA","DES 040C"
"2216",2216,63116,"9:00 - 9:50 AM","F","A09",0,"DES 040CREMOTE TBA","DES 040C"
"2217",2217,63117,"10:30 - 11:50 AM","TR","A10",0,"DES 040CREMOTE TBA","DES 040C"
"2218",2218,63117,"10:00 - 10:50 AM","F","A10",0,"DES 040CREMOTE TBA","DES 040C"
"2219",2219,63118,"10:30 - 11:50 AM","TR","A11",0,"DES 040CREMOTE TBA","DES 040C"
"2220",2220,63118,"12:10 - 1:00 PM","F","A11",0,"DES 040CREMOTE TBA","DES 040C"
"2221",2221,37518,"9:00 - 9:50 AM","MW","001",0,"DES 050REMOTE TBA","DES 050"
"2222",2222,37518,"10:00 - 11:50 AM","MW","001",0,"DES 050REMOTE TBA","DES 050"
"2223",2223,61974,"9:00 - 11:50 AM","MW","001",0,"DES 051REMOTE TBA","DES 051"
"2224",2224,37519,"9:00 - 9:50 AM","TR","001",0,"DES 070REMOTE TBA","DES 070"
"2225",2225,37519,"10:00 - 11:50 AM","TR","001",0,"DES 070REMOTE TBA","DES 070"
"2226",2226,37538,"4:10 - 5:00 PM","TR","001",15,"DES 107REMOTE TBA","DES 107"
"2227",2227,37538,"5:10 - 7:00 PM","TR","001",15,"DES 107REMOTE TBA","DES 107"
"2228",2228,37539,"4:40 - 7:30 PM","MW","001",0,"DES 111REMOTE TBA","DES 111"
"2229",2229,37541,"5:10 - 8:00 PM","MW","001",0,"DES 112REMOTE TBA","DES 112"
"2230",2230,37542,"4:10 - 7:00 PM","MW","002",0,"DES 112REMOTE TBA","DES 112"
"2231",2231,37543,"1:10 - 4:00 PM","MW","001",0,"DES 113REMOTE TBA","DES 113"
"2232",2232,37544,"9:00 - 9:50 AM","TR","001",6,"DES 115REMOTE TBA","DES 115"
"2233",2233,37544,"10:00 - 11:50 AM","TR","001",6,"DES 115REMOTE TBA","DES 115"
"2234",2234,37545,"4:10 - 5:00 PM","MW","002",0,"DES 115REMOTE TBA","DES 115"
"2235",2235,37545,"5:10 - 7:00 PM","MW","002",0,"DES 115REMOTE TBA","DES 115"
"2236",2236,37547,"1:10 - 2:00 PM","MW","001",0,"DES 116REMOTE TBA","DES 116"
"2237",2237,37547,"2:10 - 4:00 PM","MW","001",0,"DES 116REMOTE TBA","DES 116"
"2238",2238,37548,"2:40 - 4:30 PM","MW","001",0,"DES 117REMOTE TBA","DES 117"
"2239",2239,37548,"1:40 - 2:30 PM","MW","001",0,"DES 117REMOTE TBA","DES 117"
"2240",2240,37549,"4:40 - 5:30 PM","TR","002",0,"DES 117REMOTE TBA","DES 117"
"2241",2241,37549,"5:40 - 7:30 PM","TR","002",0,"DES 117REMOTE TBA","DES 117"
"2242",2242,37552,"9:00 - 9:50 AM","MW","001",4,"DES 127BREMOTE TBA","DES 127B"
"2243",2243,37552,"10:00 - 11:50 AM","MW","001",4,"DES 127BREMOTE TBA","DES 127B"
"2244",2244,61994,"9:00 - 9:50 AM","TR","002",9,"DES 127BREMOTE TBA","DES 127B"
"2245",2245,61994,"10:00 - 11:50 AM","TR","002",9,"DES 127BREMOTE TBA","DES 127B"
"2246",2246,37554,"5:10 - 7:00 PM","MW","001",0,"DES 132AREMOTE TBA","DES 132A"
"2247",2247,37554,"4:10 - 5:00 PM","MW","001",0,"DES 132AREMOTE TBA","DES 132A"
"2248",2248,37555,"9:00 - 9:50 AM","MW","001",0,"DES 134AREMOTE TBA","DES 134A"
"2249",2249,37555,"10:00 - 11:50 AM","MW","001",0,"DES 134AREMOTE TBA","DES 134A"
"2250",2250,37556,"4:10 - 5:00 PM","TR","001",0,"DES 135AREMOTE TBA","DES 135A"
"2251",2251,37556,"5:10 - 7:00 PM","TR","001",0,"DES 135AREMOTE TBA","DES 135A"
"2252",2252,62674,"12:10 - 1:30 PM","TR","A01",3,"DES 141REMOTE TBA","DES 141"
"2253",2253,62674,"4:10 - 5:00 PM","R","A01",3,"DES 141REMOTE TBA","DES 141"
"2254",2254,62681,"12:10 - 1:30 PM","TR","A02",8,"DES 141REMOTE TBA","DES 141"
