"","X1","CRN","Time","Days","SEC","Seats","Course Location","course_name"
"5693",5693,55525,"12:10 - 1:00 PM","MWF","A05",1,"PHY 009CREMOTE TBA","PHY 009C"
"5694",5694,55525,"4:10 - 5:00 PM","R","A05",1,"PHY 009CREMOTE TBA","PHY 009C"
"5695",5695,55525,"TBA",NA,"A05",1,"PHY 009CREMASY TBA","PHY 009C"
"5696",5696,55526,"12:10 - 1:00 PM","MWF","A06",2,"PHY 009CREMOTE TBA","PHY 009C"
"5697",5697,55526,"5:10 - 6:00 PM","R","A06",2,"PHY 009CREMOTE TBA","PHY 009C"
"5698",5698,55526,"TBA",NA,"A06",2,"PHY 009CREMASY TBA","PHY 009C"
"5699",5699,55527,"10:00 - 10:50 AM","R","A07",2,"PHY 009CREMOTE TBA","PHY 009C"
"5700",5700,55527,"12:10 - 1:00 PM","MWF","A07",2,"PHY 009CREMOTE TBA","PHY 009C"
"5701",5701,55527,"TBA",NA,"A07",2,"PHY 009CREMASY TBA","PHY 009C"
"5702",5702,55528,"10:00 - 10:50 AM","R","B01",1,"PHY 009CREMOTE TBA","PHY 009C"
"5703",5703,55528,"4:10 - 5:00 PM","MWF","B01",1,"PHY 009CREMOTE TBA","PHY 009C"
"5704",5704,55528,"TBA",NA,"B01",1,"PHY 009CREMASY TBA","PHY 009C"
"5705",5705,55529,"2:10 - 3:00 PM","R","B02",6,"PHY 009CREMOTE TBA","PHY 009C"
"5706",5706,55529,"4:10 - 5:00 PM","MWF","B02",6,"PHY 009CREMOTE TBA","PHY 009C"
"5707",5707,55529,"TBA",NA,"B02",6,"PHY 009CREMASY TBA","PHY 009C"
"5708",5708,55530,"4:10 - 5:00 PM","MWF","B03",7,"PHY 009CREMOTE TBA","PHY 009C"
"5709",5709,55530,"4:10 - 5:00 PM","R","B03",7,"PHY 009CREMOTE TBA","PHY 009C"
"5710",5710,55530,"TBA",NA,"B03",7,"PHY 009CREMASY TBA","PHY 009C"
"5711",5711,55531,"3:10 - 4:00 PM","R","B04",4,"PHY 009CREMOTE TBA","PHY 009C"
"5712",5712,55531,"4:10 - 5:00 PM","MWF","B04",4,"PHY 009CREMOTE TBA","PHY 009C"
"5713",5713,55531,"TBA",NA,"B04",4,"PHY 009CREMASY TBA","PHY 009C"
"5714",5714,55532,"4:10 - 5:00 PM","MWF","B05",13,"PHY 009CREMOTE TBA","PHY 009C"
"5715",5715,55532,"8:10 - 9:00 PM","W","B05",13,"PHY 009CREMOTE TBA","PHY 009C"
"5716",5716,55532,"TBA",NA,"B05",13,"PHY 009CREMASY TBA","PHY 009C"
"5717",5717,55533,"4:10 - 5:00 PM","MWF","B06",6,"PHY 009CREMOTE TBA","PHY 009C"
"5718",5718,55533,"6:10 - 7:00 PM","W","B06",6,"PHY 009CREMOTE TBA","PHY 009C"
"5719",5719,55533,"TBA",NA,"B06",6,"PHY 009CREMASY TBA","PHY 009C"
"5720",5720,55534,"4:10 - 5:00 PM","MWF","B07",17,"PHY 009CREMOTE TBA","PHY 009C"
"5721",5721,55534,"7:10 - 8:00 PM","W","B07",17,"PHY 009CREMOTE TBA","PHY 009C"
"5722",5722,55534,"TBA",NA,"B07",17,"PHY 009CREMASY TBA","PHY 009C"
"5723",5723,55535,"2:10 - 3:00 PM","MWF","A01",1,"PHY 009DREMOTE TBA","PHY 009D"
"5724",5724,55535,"3:10 - 4:30 PM","M","A01",1,"PHY 009DREMOTE TBA","PHY 009D"
"5725",5725,55536,"4:40 - 6:00 PM","M","A02",2,"PHY 009DREMOTE TBA","PHY 009D"
"5726",5726,55536,"2:10 - 3:00 PM","MWF","A02",2,"PHY 009DREMOTE TBA","PHY 009D"
"5727",5727,55537,"2:10 - 3:00 PM","MWF","A03",0,"PHY 009DREMOTE TBA","PHY 009D"
"5728",5728,55537,"6:10 - 7:30 PM","M","A03",0,"PHY 009DREMOTE TBA","PHY 009D"
"5729",5729,55538,"3:10 - 4:30 PM","T","A04",2,"PHY 009DREMOTE TBA","PHY 009D"
"5730",5730,55538,"2:10 - 3:00 PM","MWF","A04",2,"PHY 009DREMOTE TBA","PHY 009D"
"5731",5731,55539,"2:10 - 3:00 PM","MWF","A05",10,"PHY 009DREMOTE TBA","PHY 009D"
"5732",5732,55539,"6:10 - 7:30 PM","T","A05",10,"PHY 009DREMOTE TBA","PHY 009D"
"5733",5733,55540,"7:40 - 9:00 PM","M","A06",11,"PHY 009DREMOTE TBA","PHY 009D"
"5734",5734,55540,"2:10 - 3:00 PM","MWF","A06",11,"PHY 009DREMOTE TBA","PHY 009D"
"5735",5735,55541,"4:40 - 6:00 PM","T","A07",0,"PHY 009DREMOTE TBA","PHY 009D"
"5736",5736,55541,"2:10 - 3:00 PM","MWF","A07",0,"PHY 009DREMOTE TBA","PHY 009D"
"5737",5737,55544,"10:30 - 11:50 AM","TR","001",4,"PHY 009HCREMOTE TBA","PHY 009HC"
"5738",5738,55544,"4:10 - 6:00 PM","MW","001",4,"PHY 009HCREMOTE TBA","PHY 009HC"
"5739",5739,62898,"TBA",NA,"A01",0,"PHY 010CYONLINE","PHY 010CY"
"5740",5740,62898,"TBA",NA,"A01",0,"PHY 010CYREMASY TBA","PHY 010CY"
"5741",5741,62898,"9:00 - 10:20 AM","T","A01",0,"PHY 010CYREMOTE TBA","PHY 010CY"
"5742",5742,62899,"TBA",NA,"A02",0,"PHY 010CYREMASY TBA","PHY 010CY"
"5743",5743,62899,"TBA",NA,"A02",0,"PHY 010CYONLINE","PHY 010CY"
"5744",5744,62899,"9:00 - 10:20 AM","R","A02",0,"PHY 010CYREMOTE TBA","PHY 010CY"
"5745",5745,55546,"1:10 - 3:00 PM","TR","A01",0,"PHY 040REMOTE TBA","PHY 040"
"5746",5746,55546,"3:10 - 4:00 PM","MW","A01",0,"PHY 040REMOTE TBA","PHY 040"
"5747",5747,55547,"3:10 - 4:00 PM","MW","A02",8,"PHY 040REMOTE TBA","PHY 040"
"5748",5748,55547,"3:10 - 5:00 PM","TR","A02",8,"PHY 040REMOTE TBA","PHY 040"
"5749",5749,55605,"11:00 - 11:50 AM","MW","A01",0,"PHY 080REMOTE TBA","PHY 080"
"5750",5750,55605,"12:10 - 2:30 PM","MW","A01",0,"PHY 080REMOTE TBA","PHY 080"
"5751",5751,63182,"3:10 - 5:30 PM","TR","A02",16,"PHY 080REMOTE TBA","PHY 080"
"5752",5752,63182,"11:00 - 11:50 AM","MW","A02",16,"PHY 080REMOTE TBA","PHY 080"
"5753",5753,55723,"2:10 - 3:00 PM","MWF","001",16,"PHY 108REMOTE TBA","PHY 108"
"5754",5754,55727,"10:00 - 10:50 AM","MWF","001",11,"PHY 110BREMOTE TBA","PHY 110B"
"5755",5755,55728,"9:00 - 9:50 AM","MWF","001",16,"PHY 115AREMOTE TBA","PHY 115A"
"5756",5756,55729,"1:10 - 2:00 PM","MWF","A01",8,"PHY 116CREMOTE TBA","PHY 116C"
"5757",5757,55729,"4:10 - 7:00 PM","W","A01",8,"PHY 116CREMOTE TBA","PHY 116C"
"5758",5758,55730,"3:10 - 6:00 PM","M","A02",2,"PHY 116CREMOTE TBA","PHY 116C"
"5759",5759,55730,"1:10 - 2:00 PM","MWF","A02",2,"PHY 116CREMOTE TBA","PHY 116C"
"5760",5760,55733,"10:30 - 11:50 AM","TR","001",16,"PHY 129AREMOTE TBA","PHY 129A"
"5761",5761,55734,"10:00 - 10:50 AM","MWF","001",29,"PHY 130BREMOTE TBA","PHY 130B"
"5762",5762,55735,"11:00 - 11:50 AM","MWF","001",25,"PHY 140BREMOTE TBA","PHY 140B"
"5763",5763,62621,"2:10 - 6:00 PM","TR","001",0,"PHY 157REMOTE TBA","PHY 157"
"5764",5764,62622,"9:00 - 10:20 AM","TR","001",14,"PHY 158REMOTE TBA","PHY 158"
"5765",5765,62623,"10:30 - 11:50 AM","TR","001",1,"PHY 160REMOTE TBA","PHY 160"
"5766",5766,55738,"12:10 - 1:00 PM","F","001",0,"PHY 185REMOTE TBA","PHY 185"
"5767",5767,56028,"10:30 - 11:50 AM","TR","001",27,"PHY 215CREMOTE TBA","PHY 215C"
"5768",5768,56028,"TBA",NA,"001",27,"PHY 215CREMOTE TBA","PHY 215C"
"5769",5769,56030,"9:00 - 10:20 AM","TR","001",17,"PHY 230AREMOTE TBA","PHY 230A"
"5770",5770,56032,"2:10 - 3:30 PM","MW","001",8,"PHY 240CREMOTE TBA","PHY 240C"
"5771",5771,56033,"2:10 - 3:30 PM","MW","001",19,"PHY 245CREMOTE TBA","PHY 245C"
"5772",5772,56035,"1:40 - 3:00 PM","TR","001",11,"PHY 250REMOTE TBA","PHY 250"
"5773",5773,56036,"2:10 - 3:30 PM","MW","002",11,"PHY 250REMOTE TBA","PHY 250"
"5774",5774,62907,"9:30 - 10:50 AM","WF","003",4,"PHY 250REMOTE TBA","PHY 250"
"5775",5775,62929,"9:00 - 10:20 AM","MW","001",10,"PHY 262REMOTE TBA","PHY 262"
"5776",5776,56096,"12:10 - 1:00 PM","F","001",19,"PHY 285REMOTE TBA","PHY 285"
"5777",5777,56097,"4:10 - 6:00 PM","M","001",64,"PHY 290REMOTE TBA","PHY 290"
"5778",5778,56098,"12:40 - 2:00 PM","W","001",10,"PHY 291REMOTE TBA","PHY 291"
"5779",5779,56099,"12:10 - 2:00 PM","T","001",11,"PHY 292AREMOTE TBA","PHY 292A"
"5780",5780,56100,"1:10 - 2:30 PM","M","001",12,"PHY 292BREMOTE TBA","PHY 292B"
"5781",5781,56101,"4:10 - 6:00 PM","R","001",20,"PHY 293REMOTE TBA","PHY 293"
"5782",5782,56102,"12:10 - 1:30 PM","R","001",13,"PHY 294REMOTE TBA","PHY 294"
"5783",5783,56220,"TBA",NA,"001",19,"PHY 371TBA","PHY 371"
"5784",5784,56295,"11:00 - 11:50 AM","MWF","001",0,"PLB 010REMOTE TBA","PLB 010"
"5785",5785,56374,"1:40 - 6:30 PM","T","A01",0,"PLB 102REMOTE TBA","PLB 102"
"5786",5786,56374,"12:10 - 1:00 PM","TR","A01",0,"PLB 102REMOTE TBA","PLB 102"
"5787",5787,56374,"TBA",NA,"A01",0,"PLB 102REMOTE TBA","PLB 102"
"5788",5788,56375,"TBA",NA,"A02",-2,"PLB 102REMOTE TBA","PLB 102"
"5789",5789,56375,"12:10 - 1:00 PM","TR","A02",-2,"PLB 102REMOTE TBA","PLB 102"
"5790",5790,56375,"1:40 - 6:30 PM","T","A02",-2,"PLB 102REMOTE TBA","PLB 102"
"5791",5791,62565,"11:00 - 11:50 AM","MWF","001",1,"PLB 108REMOTE TBA","PLB 108"
"5792",5792,62565,"1:10 - 4:00 PM","MW","001",1,"PLB 108REMOTE TBA","PLB 108"
"5793",5793,62557,"1:10 - 4:00 PM","M","A01",0,"PLB 119REMOTE TBA","PLB 119"
"5794",5794,62557,"10:00 - 10:50 AM","MW","A01",0,"PLB 119REMOTE TBA","PLB 119"
"5795",5795,62558,"1:10 - 4:00 PM","W","A02",-1,"PLB 119REMOTE TBA","PLB 119"
"5796",5796,62558,"10:00 - 10:50 AM","MW","A02",-1,"PLB 119REMOTE TBA","PLB 119"
"5797",5797,56392,"4:10 - 5:00 PM","T","A01",7,"PLB 143REMOTE TBA","PLB 143"
"5798",5798,56392,"1:40 - 3:00 PM","TR","A01",7,"PLB 143REMOTE TBA","PLB 143"
"5799",5799,56393,"2:10 - 3:00 PM","W","A02",0,"PLB 143REMOTE TBA","PLB 143"
"5800",5800,56393,"1:40 - 3:00 PM","TR","A02",0,"PLB 143REMOTE TBA","PLB 143"
"5801",5801,56579,"2:10 - 5:00 PM","TR","001",0,"PLP 120REMOTE TBA","PLP 120"
"5802",5802,56579,"1:10 - 2:00 PM","TR","001",0,"PLP 120REMOTE TBA","PLP 120"
"5803",5803,56580,"9:00 - 9:50 AM","MWF","001",25,"PLP 130REMOTE TBA","PLP 130"
"5804",5804,56581,"2:10 - 3:30 PM","MW","001",33,"PLP 140REMOTE TBA","PLP 140"
"5805",5805,56581,"3:40 - 4:00 PM","MW","001",33,"PLP 140REMOTE TBA","PLP 140"
"5806",5806,56681,"8:00 - 5:00 PM","F","001",0,"PLP 205ANOFAC TBA","PLP 205A"
"5807",5807,56681,"3:10 - 4:00 PM","M","001",0,"PLP 205AREMOTE TBA","PLP 205A"
"5808",5808,56683,"9:00 - 9:50 AM","T","001",60,"PLP 290REMOTE TBA","PLP 290"
"5809",5809,56684,"TBA",NA,"001",13,"PLP 290CTBA","PLP 290C"
"5810",5810,56749,"5:10 - 7:00 PM","W","001",261,"PLS 006REMOTE TBA","PLS 006"
"5811",5811,63170,"TBA",NA,"001",404,"PLS 006VREMOTE TBA","PLS 006V"
"5812",5812,63170,"TBA",NA,"001",404,"PLS 006VREMOTE TBA","PLS 006V"
"5813",5813,56750,"TBA",NA,"A01",0,"PLS 007VONLINE","PLS 007V"
"5814",5814,56750,"11:00 - 11:50 AM","R","A01",0,"PLS 007VONLINE","PLS 007V"
"5815",5815,56751,"TBA",NA,"A02",0,"PLS 007VONLINE","PLS 007V"
"5816",5816,56751,"12:10 - 1:00 PM","R","A02",0,"PLS 007VONLINE","PLS 007V"
"5817",5817,56752,"1:10 - 2:00 PM","R","A03",0,"PLS 007VONLINE","PLS 007V"
"5818",5818,56752,"TBA",NA,"A03",0,"PLS 007VONLINE","PLS 007V"
"5819",5819,56753,"4:10 - 5:00 PM","R","A04",3,"PLS 007VONLINE","PLS 007V"
"5820",5820,56753,"TBA",NA,"A04",3,"PLS 007VONLINE","PLS 007V"
"5821",5821,56754,"5:10 - 6:00 PM","R","A05",9,"PLS 007VONLINE","PLS 007V"
"5822",5822,56754,"TBA",NA,"A05",9,"PLS 007VONLINE","PLS 007V"
"5823",5823,56755,"12:10 - 1:00 PM","F","A06",3,"PLS 007VONLINE","PLS 007V"
"5824",5824,56755,"TBA",NA,"A06",3,"PLS 007VONLINE","PLS 007V"
"5825",5825,56756,"1:10 - 2:00 PM","F","A07",14,"PLS 007VONLINE","PLS 007V"
"5826",5826,56756,"TBA",NA,"A07",14,"PLS 007VONLINE","PLS 007V"
"5827",5827,56757,"TBA",NA,"A08",8,"PLS 007VONLINE","PLS 007V"
"5828",5828,56757,"2:10 - 3:00 PM","F","A08",8,"PLS 007VONLINE","PLS 007V"
"5829",5829,56766,"9:00 - 9:50 AM","MWF","001",0,"PLS 012REMOTE TBA","PLS 012"
"5830",5830,56767,"2:10 - 4:00 PM","M","A01",0,"PLS 021REMOTE TBA","PLS 021"
"5831",5831,56767,"5:10 - 6:00 PM","TR","A01",0,"PLS 021REMOTE TBA","PLS 021"
"5832",5832,56768,"4:10 - 6:00 PM","M","A02",0,"PLS 021REMOTE TBA","PLS 021"
"5833",5833,56768,"5:10 - 6:00 PM","TR","A02",0,"PLS 021REMOTE TBA","PLS 021"
"5834",5834,56769,"5:10 - 6:00 PM","TR","A03",0,"PLS 021REMOTE TBA","PLS 021"
"5835",5835,56769,"10:00 - 11:50 AM","T","A03",0,"PLS 021REMOTE TBA","PLS 021"
"5836",5836,56770,"3:10 - 5:00 PM","T","A04",0,"PLS 021REMOTE TBA","PLS 021"
"5837",5837,56770,"5:10 - 6:00 PM","TR","A04",0,"PLS 021REMOTE TBA","PLS 021"
"5838",5838,56771,"12:10 - 2:00 PM","W","A05",0,"PLS 021REMOTE TBA","PLS 021"
"5839",5839,56771,"5:10 - 6:00 PM","TR","A05",0,"PLS 021REMOTE TBA","PLS 021"
"5840",5840,56772,"8:00 - 9:50 AM","T","A06",7,"PLS 021REMOTE TBA","PLS 021"
"5841",5841,56772,"5:10 - 6:00 PM","TR","A06",7,"PLS 021REMOTE TBA","PLS 021"
"5842",5842,56773,"12:10 - 2:00 PM","R","A07",12,"PLS 021REMOTE TBA","PLS 021"
"5843",5843,56773,"5:10 - 6:00 PM","TR","A07",12,"PLS 021REMOTE TBA","PLS 021"
"5844",5844,56774,"2:10 - 4:00 PM","R","A08",6,"PLS 021REMOTE TBA","PLS 021"
"5845",5845,56774,"5:10 - 6:00 PM","TR","A08",6,"PLS 021REMOTE TBA","PLS 021"
"5846",5846,56775,"2:10 - 3:50 PM","W","A09",9,"PLS 021REMOTE TBA","PLS 021"
"5847",5847,56775,"5:10 - 6:00 PM","TR","A09",9,"PLS 021REMOTE TBA","PLS 021"
"5848",5848,56776,"2:10 - 4:00 PM","F","A10",12,"PLS 021REMOTE TBA","PLS 021"
"5849",5849,56776,"5:10 - 6:00 PM","TR","A10",12,"PLS 021REMOTE TBA","PLS 021"
"5850",5850,56777,"12:10 - 2:00 PM","T","A11",25,"PLS 021REMOTE TBA","PLS 021"
"5851",5851,56777,"5:10 - 6:00 PM","TR","A11",25,"PLS 021REMOTE TBA","PLS 021"
"5852",5852,56778,"4:10 - 6:00 PM","W","A12",16,"PLS 021REMOTE TBA","PLS 021"
"5853",5853,56778,"5:10 - 6:00 PM","TR","A12",16,"PLS 021REMOTE TBA","PLS 021"
"5854",5854,56779,"10:00 - 11:50 AM","R","A13",24,"PLS 021REMOTE TBA","PLS 021"
"5855",5855,56779,"5:10 - 6:00 PM","TR","A13",24,"PLS 021REMOTE TBA","PLS 021"
"5856",5856,56780,"10:00 - 11:50 AM","W","A14",0,"PLS 021REMOTE TBA","PLS 021"
"5857",5857,56780,"5:10 - 6:00 PM","TR","A14",0,"PLS 021REMOTE TBA","PLS 021"
"5858",5858,56783,"TBA",NA,"A01",0,"PLS 021VTBA","PLS 021V"
"5859",5859,56783,"TBA",NA,"A01",0,"PLS 021VTBA","PLS 021V"
"5860",5860,56785,"3:10 - 4:00 PM","M","001",0,"PLS 049REMOTE TBA","PLS 049"
"5861",5861,56785,"4:10 - 5:00 PM","M","001",0,"PLS 049REMOTE TBA","PLS 049"
"5862",5862,56785,"TBA",NA,"001",0,"PLS 049REMOTE TBA","PLS 049"
"5863",5863,56995,"10:00 - 10:50 AM","MWF","001",0,"PLS 100CREMOTE TBA","PLS 100C"
"5864",5864,56996,"1:10 - 4:00 PM","M","001",0,"PLS 100CLREMOTE TBA","PLS 100CL"
"5865",5865,56997,"1:40 - 6:30 PM","T","A01",0,"PLS 102REMOTE TBA","PLS 102"
"5866",5866,56997,"TBA",NA,"A01",0,"PLS 102REMOTE TBA","PLS 102"
"5867",5867,56997,"12:10 - 1:00 PM","TR","A01",0,"PLS 102REMOTE TBA","PLS 102"
"5868",5868,56998,"1:40 - 6:30 PM","T","A02",-2,"PLS 102REMOTE TBA","PLS 102"
"5869",5869,56998,"12:10 - 1:00 PM","TR","A02",-2,"PLS 102REMOTE TBA","PLS 102"
"5870",5870,56998,"TBA",NA,"A02",-2,"PLS 102REMOTE TBA","PLS 102"
"5871",5871,56999,"12:10 - 1:00 PM","MWF","001",1,"PLS 147REMOTE TBA","PLS 147"
"5872",5872,57001,"2:10 - 5:00 PM","W","A01",0,"PLS 150REMOTE TBA","PLS 150"
"5873",5873,57001,"1:10 - 2:00 PM","W","A01",0,"PLS 150REMOTE TBA","PLS 150"
"5874",5874,57001,"1:10 - 3:00 PM","M","A01",0,"PLS 150REMOTE TBA","PLS 150"
"5875",5875,57002,"1:10 - 3:00 PM","M","A02",1,"PLS 150REMOTE TBA","PLS 150"
"5876",5876,57002,"1:10 - 2:00 PM","W","A02",1,"PLS 150REMOTE TBA","PLS 150"
"5877",5877,57002,"2:10 - 5:00 PM","W","A02",1,"PLS 150REMOTE TBA","PLS 150"
"5878",5878,57003,"1:10 - 3:00 PM","M","A03",12,"PLS 150REMOTE TBA","PLS 150"
"5879",5879,57003,"2:10 - 5:00 PM","W","A03",12,"PLS 150REMOTE TBA","PLS 150"
"5880",5880,57003,"1:10 - 2:00 PM","W","A03",12,"PLS 150REMOTE TBA","PLS 150"
"5881",5881,62765,"1:10 - 4:00 PM","F","001",15,"PLS 158REMOTE TBA","PLS 158"
"5882",5882,62765,"9:00 - 9:50 AM","MWF","001",15,"PLS 158REMOTE TBA","PLS 158"
"5883",5883,57007,"TBA",NA,"A01",0,"PLS 171REMASY TBA","PLS 171"
"5884",5884,57007,"TBA",NA,"A01",0,"PLS 171REMASY TBA","PLS 171"
"5885",5885,57007,"TBA",NA,"A01",0,"PLS 171REMASY TBA","PLS 171"
"5886",5886,57008,"TBA",NA,"A02",0,"PLS 171REMASY TBA","PLS 171"
"5887",5887,57008,"TBA",NA,"A02",0,"PLS 171REMASY TBA","PLS 171"
"5888",5888,57008,"TBA",NA,"A02",0,"PLS 171REMASY TBA","PLS 171"
"5889",5889,63124,"1:40 - 3:00 PM","MW","001",42,"PLS 173REMOTE TBA","PLS 173"
"5890",5890,57009,"2:10 - 4:00 PM","R","001",15,"PLS 188REMOTE TBA","PLS 188"
"5891",5891,63004,"5:10 - 6:00 PM","W","001",1,"PLS 193BOWLEY 101","PLS 193"
"5892",5892,63004,"1:10 - 4:00 PM","F","001",1,"PLS 193BOWLEY 101","PLS 193"
"5893",5893,57201,"TBA",NA,"001",12,"PLS 196TBA","PLS 196"
"5894",5894,57201,"TBA",NA,"001",12,"PLS 196TBA","PLS 196"
"5895",5895,57411,"8:00 - 8:50 AM","MWF","001",17,"PLS 222REMOTE TBA","PLS 222"
"5896",5896,57411,"TBA",NA,"001",17,"PLS 222REMOTE TBA","PLS 222"
"5897",5897,57861,"TBA",NA,"001",98,"PMD 290CTBA","PMD 290C"
"5898",5898,58011,"1:40 - 3:00 PM","TR","001",70,"PMI 127REMOTE TBA","PMI 127"
"5899",5899,58012,"3:10 - 4:30 PM","TR","001",4,"PMI 128REMOTE TBA","PMI 128"
"5900",5900,58034,"9:00 - 10:20 AM","TR","001",15,"PMI 202REMOTE TBA","PMI 202"
"5901",5901,58034,"9:00 - 10:50 AM","F","001",15,"PMI 202REMOTE TBA","PMI 202"
"5902",5902,58035,"TBA",NA,"001",21,"PMI 206TBA","PMI 206"
"5903",5903,58036,"10:00 - 11:00 AM","M","001",13,"PMI 270REMOTE TBA","PMI 270"
"5904",5904,58036,"10:00 - 12:00 PM","W","001",13,"PMI 270REMOTE TBA","PMI 270"
"5905",5905,58126,"4:10 - 5:00 PM","T","A01",0,"POL 001REMOTE TBA","POL 001"
"5906",5906,58126,"1:40 - 3:00 PM","TR","A01",0,"POL 001REMOTE TBA","POL 001"
"5907",5907,58127,"1:40 - 3:00 PM","TR","A02",0,"POL 001REMOTE TBA","POL 001"
"5908",5908,58127,"5:10 - 6:00 PM","T","A02",0,"POL 001REMOTE TBA","POL 001"
"5909",5909,58128,"6:10 - 7:00 PM","T","A03",0,"POL 001REMOTE TBA","POL 001"
"5910",5910,58128,"1:40 - 3:00 PM","TR","A03",0,"POL 001REMOTE TBA","POL 001"
"5911",5911,58129,"3:10 - 4:00 PM","W","A04",0,"POL 001REMOTE TBA","POL 001"
"5912",5912,58129,"1:40 - 3:00 PM","TR","A04",0,"POL 001REMOTE TBA","POL 001"
"5913",5913,58130,"4:10 - 5:00 PM","W","A05",0,"POL 001REMOTE TBA","POL 001"
"5914",5914,58130,"1:40 - 3:00 PM","TR","A05",0,"POL 001REMOTE TBA","POL 001"
"5915",5915,58131,"5:10 - 6:00 PM","W","A06",0,"POL 001REMOTE TBA","POL 001"
"5916",5916,58131,"1:40 - 3:00 PM","TR","A06",0,"POL 001REMOTE TBA","POL 001"
"5917",5917,58136,"12:10 - 1:30 PM","TR","A01",0,"POL 002REMOTE TBA","POL 002"
"5918",5918,58136,"9:00 - 9:50 AM","T","A01",0,"POL 002REMOTE TBA","POL 002"
"5919",5919,58137,"12:10 - 1:30 PM","TR","A02",0,"POL 002REMOTE TBA","POL 002"
"5920",5920,58137,"10:00 - 10:50 AM","T","A02",0,"POL 002REMOTE TBA","POL 002"
"5921",5921,58138,"12:10 - 1:30 PM","TR","A03",0,"POL 002REMOTE TBA","POL 002"
"5922",5922,58138,"8:00 - 8:50 AM","W","A03",0,"POL 002REMOTE TBA","POL 002"
"5923",5923,58139,"12:10 - 1:30 PM","TR","A04",0,"POL 002REMOTE TBA","POL 002"
"5924",5924,58139,"2:10 - 3:00 PM","R","A04",0,"POL 002REMOTE TBA","POL 002"
"5925",5925,58140,"3:10 - 4:00 PM","R","A05",0,"POL 002REMOTE TBA","POL 002"
"5926",5926,58140,"12:10 - 1:30 PM","TR","A05",0,"POL 002REMOTE TBA","POL 002"
"5927",5927,58141,"12:10 - 1:30 PM","TR","A06",0,"POL 002REMOTE TBA","POL 002"
"5928",5928,58141,"9:00 - 9:50 AM","W","A06",0,"POL 002REMOTE TBA","POL 002"
"5929",5929,58142,"7:30 - 8:50 AM","TR","A01",0,"POL 003REMOTE TBA","POL 003"
"5930",5930,58142,"8:00 - 8:50 AM","F","A01",0,"POL 003REMOTE TBA","POL 003"
"5931",5931,58143,"4:10 - 5:00 PM","T","A02",0,"POL 003REMOTE TBA","POL 003"
"5932",5932,58143,"7:30 - 8:50 AM","TR","A02",0,"POL 003REMOTE TBA","POL 003"
"5933",5933,58144,"7:30 - 8:50 AM","TR","A03",1,"POL 003REMOTE TBA","POL 003"
"5934",5934,58144,"9:00 - 9:50 AM","F","A03",1,"POL 003REMOTE TBA","POL 003"
"5935",5935,58145,"7:30 - 8:50 AM","TR","A04",1,"POL 003REMOTE TBA","POL 003"
"5936",5936,58145,"9:00 - 9:50 AM","F","A04",1,"POL 003REMOTE TBA","POL 003"
"5937",5937,58146,"7:30 - 8:50 AM","TR","A05",0,"POL 003REMOTE TBA","POL 003"
"5938",5938,58146,"10:00 - 10:50 AM","F","A05",0,"POL 003REMOTE TBA","POL 003"
"5939",5939,58147,"7:30 - 8:50 AM","TR","A06",0,"POL 003REMOTE TBA","POL 003"
"5940",5940,58147,"11:00 - 11:50 AM","F","A06",0,"POL 003REMOTE TBA","POL 003"
"5941",5941,62495,"9:00 - 10:20 AM","TR","A01",0,"POL 004REMOTE TBA","POL 004"
"5942",5942,62495,"4:10 - 5:00 PM","T","A01",0,"POL 004REMOTE TBA","POL 004"
"5943",5943,62498,"9:00 - 10:20 AM","TR","A02",0,"POL 004REMOTE TBA","POL 004"
"5944",5944,62498,"5:10 - 6:00 PM","T","A02",0,"POL 004REMOTE TBA","POL 004"
"5945",5945,62500,"9:00 - 10:20 AM","TR","A03",0,"POL 004REMOTE TBA","POL 004"
"5946",5946,62500,"2:10 - 3:00 PM","R","A03",0,"POL 004REMOTE TBA","POL 004"
"5947",5947,62501,"9:00 - 10:20 AM","TR","A04",0,"POL 004REMOTE TBA","POL 004"
"5948",5948,62501,"3:10 - 4:00 PM","R","A04",0,"POL 004REMOTE TBA","POL 004"
"5949",5949,58151,"9:00 - 10:20 AM","W","A01",0,"POL 012YREMOTE TBA","POL 012Y"
"5950",5950,58151,"12:10 - 2:00 PM","F","A01",0,"POL 012YREMOTE TBA","POL 012Y"
"5951",5951,58151,"TBA",NA,"A01",0,"POL 012YTBA","POL 012Y"
"5952",5952,58152,"10:30 - 11:50 AM","W","A02",0,"POL 012YREMOTE TBA","POL 012Y"
"5953",5953,58152,"12:10 - 2:00 PM","F","A02",0,"POL 012YREMOTE TBA","POL 012Y"
"5954",5954,58152,"TBA",NA,"A02",0,"POL 012YTBA","POL 012Y"
"5955",5955,58153,"12:10 - 2:00 PM","F","A03",0,"POL 012YREMOTE TBA","POL 012Y"
"5956",5956,58153,"6:10 - 7:30 PM","W","A03",0,"POL 012YREMOTE TBA","POL 012Y"
"5957",5957,58153,"TBA",NA,"A03",0,"POL 012YTBA","POL 012Y"
"5958",5958,58154,"12:10 - 2:00 PM","F","A04",0,"POL 012YREMOTE TBA","POL 012Y"
"5959",5959,58154,"7:40 - 9:00 PM","W","A04",0,"POL 012YREMOTE TBA","POL 012Y"
"5960",5960,58154,"TBA",NA,"A04",0,"POL 012YTBA","POL 012Y"
